LOAN_ID,ACT_PERIOD,CHANNEL,ORIG_RATE,ORIG_UPB,ORIG_TERM,ORIG_DATE,FIRST_PAY,OLTV,OCLTV,NUM_BO,DTI,CSCORE_B,CSCORE_C,FIRST_FLAG,PURPOSE,PROP,NO_UNITS,OCC_STAT,STATE,MSA,MI_PCT,MI_TYPE,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,PREPAID_FLAG,DEFAULT_FLAG
98878622,2020-01-01,C,4.875,265000.0,360,2019-12-01,2020-02-01,75,75,1,40.0,637.0,0.0,N,P,PU,1,P,CO,24540,0.0,0.0,Y,N,A,N,1,0
98878632,2020-01-01,R,3.875,207000.0,360,2019-12-01,2020-02-01,95,95,1,37.0,764.0,0.0,N,P,SF,1,P,OH,18140,30.0,1.0,N,N,A,N,1,0
98878633,2020-01-01,C,3.625,355000.0,360,2019-10-01,2019-12-01,87,87,1,31.0,724.0,0.0,N,R,PU,1,P,GA,12060,25.0,1.0,N,N,A,N,1,0
98878634,2020-01-01,B,3.875,306000.0,360,2020-01-01,2020-03-01,90,90,1,25.0,649.0,0.0,Y,P,SF,1,P,MI,19820,25.0,1.0,N,N,A,N,0,0
98878641,2020-01-01,B,3.875,400000.0,360,2019-12-01,2020-02-01,89,89,1,49.0,796.0,0.0,N,P,PU,1,P,CO,19740,25.0,1.0,N,N,A,N,1,0
98878643,2020-01-01,C,4.5,52000.0,360,2019-12-01,2020-02-01,97,97,1,20.0,683.0,0.0,Y,P,SF,1,P,MI,0,35.0,1.0,N,N,A,N,0,0
98878644,2020-01-01,B,4.25,311000.0,360,2020-01-01,2020-03-01,95,95,2,34.0,774.0,759.0,N,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,1,0
98878645,2020-01-01,C,3.875,423000.0,360,2019-11-01,2020-01-01,95,95,1,42.0,709.0,0.0,N,P,PU,1,P,VA,47260,30.0,1.0,N,N,A,N,0,0
98878655,2020-01-01,B,3.625,290000.0,360,2019-12-01,2020-02-01,85,85,2,30.0,780.0,751.0,Y,P,SF,1,P,GA,12060,12.0,2.0,N,N,A,N,1,0
98878656,2020-01-01,R,3.99,208000.0,360,2019-12-01,2020-02-01,97,97,1,35.0,742.0,0.0,Y,P,CO,1,P,MI,11460,25.0,1.0,Y,N,A,N,1,0
98878669,2020-01-01,B,4.5,184000.0,360,2020-01-01,2020-03-01,80,80,1,37.0,734.0,0.0,N,C,SF,1,P,VA,0,0.0,0.0,N,N,A,N,0,0
98878676,2020-01-01,C,3.875,136000.0,360,2019-11-01,2020-01-01,80,80,1,15.0,805.0,0.0,N,P,PU,1,S,GA,0,0.0,0.0,N,N,A,N,0,0
98878679,2020-01-01,R,4.25,264000.0,360,2019-10-01,2019-12-01,75,75,2,41.0,691.0,733.0,N,C,PU,1,P,CO,24540,0.0,0.0,N,N,A,N,0,0
98878686,2020-01-01,R,4.375,122000.0,360,2019-12-01,2020-02-01,80,80,1,49.0,772.0,0.0,N,P,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,0,0
98878693,2020-01-01,R,3.875,356000.0,360,2019-12-01,2020-02-01,85,85,1,34.0,722.0,0.0,N,R,SF,1,P,CO,19740,12.0,1.0,N,N,W,N,1,0
98878695,2020-01-01,C,3.875,240000.0,360,2019-12-01,2020-02-01,85,85,1,21.0,796.0,0.0,Y,P,SF,1,P,OH,17460,12.0,1.0,N,N,A,N,1,0
98878719,2020-01-01,C,3.875,271000.0,360,2019-12-01,2020-02-01,95,95,1,39.0,775.0,0.0,Y,P,SF,1,P,CO,17820,25.0,1.0,Y,N,A,N,1,0
98878720,2020-01-01,R,4.5,171000.0,360,2019-12-01,2020-02-01,95,95,1,44.0,743.0,0.0,N,P,CO,1,P,VA,47260,30.0,1.0,N,N,A,N,1,0
98878725,2020-01-01,R,3.75,561000.0,360,2019-12-01,2020-02-01,64,68,1,48.0,800.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,Y,1,0
98878727,2020-01-01,R,4.375,46000.0,360,2019-12-01,2020-02-01,80,80,1,25.0,724.0,0.0,Y,P,CO,1,P,OH,49660,0.0,0.0,N,N,W,N,0,0
98878732,2020-01-01,R,3.875,238000.0,360,2019-11-01,2020-02-01,90,90,2,34.0,775.0,787.0,N,R,SF,1,P,OH,49660,25.0,1.0,N,N,A,N,0,0
98878734,2020-01-01,R,4.375,125000.0,360,2019-12-01,2020-02-01,90,90,1,34.0,816.0,0.0,Y,P,MH,1,P,OH,49660,25.0,1.0,N,N,A,N,0,0
98878755,2020-01-01,R,3.625,261000.0,360,2019-12-01,2020-02-01,95,95,1,30.0,778.0,0.0,Y,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,0,0
98878766,2020-01-01,C,3.625,300000.0,360,2020-01-01,2020-03-01,75,75,1,29.0,751.0,0.0,N,P,PU,1,P,MI,11460,0.0,0.0,N,N,A,N,0,0
98878768,2020-01-01,R,4.5,120000.0,360,2019-12-01,2020-01-01,73,73,1,50.0,686.0,0.0,N,C,CO,1,P,OH,18140,0.0,0.0,N,N,A,N,0,0
98878789,2020-01-01,R,5.125,138000.0,360,2019-12-01,2020-02-01,80,80,2,45.0,669.0,663.0,N,C,SF,1,P,OH,0,0.0,0.0,N,N,A,N,0,1
98878802,2020-01-01,R,3.875,371000.0,360,2019-12-01,2020-02-01,95,95,1,31.0,779.0,0.0,N,P,SF,1,P,CO,0,30.0,1.0,N,N,A,N,1,0
98878807,2020-01-01,C,4.99,405000.0,360,2019-12-01,2020-02-01,90,90,2,44.0,660.0,720.0,N,P,SF,1,S,GA,0,25.0,1.0,N,N,A,N,1,0
98878809,2020-01-01,R,4.5,385000.0,360,2019-12-01,2020-02-01,95,95,2,28.0,674.0,671.0,N,P,SF,1,P,OH,17460,30.0,1.0,N,N,A,N,0,0
98878821,2020-01-01,C,3.75,195000.0,360,2019-11-01,2020-01-01,95,95,2,42.0,775.0,734.0,Y,P,SF,1,P,MI,19820,25.0,1.0,Y,N,A,N,0,0
98878824,2020-01-01,R,3.75,368000.0,360,2019-12-01,2020-02-01,84,84,1,50.0,780.0,0.0,Y,P,PU,1,P,GA,12060,12.0,1.0,Y,N,A,N,1,0
98878851,2020-01-01,C,3.625,290000.0,360,2019-12-01,2020-02-01,95,95,1,40.0,743.0,0.0,Y,P,SF,1,P,OH,18140,25.0,1.0,Y,N,A,N,1,0
98878857,2020-01-01,R,3.75,80000.0,360,2019-12-01,2020-02-01,95,95,1,31.0,679.0,0.0,Y,P,SF,1,P,OH,0,25.0,1.0,N,N,A,N,0,0
98878864,2020-01-01,R,3.75,194000.0,360,2019-12-01,2020-02-01,95,95,2,42.0,647.0,746.0,Y,P,SF,1,P,OH,18140,25.0,1.0,Y,N,A,N,0,1
98878865,2020-01-01,R,3.875,502000.0,360,2019-12-01,2020-02-01,84,84,1,48.0,768.0,0.0,N,R,PU,1,P,CO,19740,12.0,1.0,N,N,A,N,1,0
98878870,2020-01-01,R,3.75,202000.0,360,2019-11-01,2020-01-01,90,90,2,36.0,796.0,812.0,Y,P,PU,1,P,OH,17460,25.0,1.0,N,N,A,N,1,0
98878874,2020-01-01,R,3.75,234000.0,360,2019-12-01,2020-02-01,80,80,2,44.0,767.0,779.0,Y,P,PU,1,P,OH,18140,0.0,0.0,N,N,A,N,0,0
98878878,2020-01-01,B,3.99,136000.0,360,2019-12-01,2020-02-01,80,80,2,21.0,693.0,712.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
98878886,2020-01-01,R,4.375,308000.0,360,2019-12-01,2020-02-01,80,80,2,39.0,764.0,739.0,N,C,PU,1,P,CO,22660,0.0,0.0,N,N,A,N,1,0
98878890,2020-01-01,B,3.776,248000.0,360,2019-12-01,2020-02-01,80,80,1,44.0,658.0,0.0,Y,P,PU,1,P,CO,19740,0.0,0.0,Y,N,W,N,0,0
98878893,2020-01-01,R,5.25,422000.0,360,2020-01-01,2020-03-01,77,77,2,43.0,639.0,762.0,N,C,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
98878900,2020-01-01,C,4.875,417000.0,360,2019-12-01,2020-02-01,95,95,2,36.0,683.0,690.0,N,P,PU,1,P,OH,17140,30.0,1.0,N,N,A,N,1,0
98878905,2020-01-01,B,3.75,366000.0,360,2019-11-01,2020-01-01,95,95,2,43.0,773.0,744.0,Y,P,CO,1,P,MI,19820,30.0,1.0,N,N,A,N,0,0
98878910,2020-01-01,R,4.0,134000.0,360,2020-01-01,2020-03-01,89,93,1,37.0,664.0,0.0,Y,P,SF,1,P,VA,40060,25.0,1.0,Y,N,A,N,0,1
98878917,2020-01-01,R,4.125,199000.0,360,2020-01-01,2020-02-01,75,75,1,41.0,799.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
98878928,2020-01-01,R,3.625,213000.0,360,2019-12-01,2020-02-01,97,97,2,39.0,701.0,721.0,Y,P,SF,1,P,MI,19820,25.0,1.0,Y,N,A,N,1,0
98878940,2020-01-01,C,4.875,166000.0,360,2019-10-01,2019-12-01,95,95,2,38.0,723.0,640.0,N,P,SF,1,P,VA,40060,30.0,1.0,N,N,A,N,0,0
98878947,2020-01-01,C,3.25,349000.0,360,2019-11-01,2020-01-01,95,95,2,36.0,724.0,736.0,N,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,0,0
98878953,2020-01-01,B,3.99,286000.0,360,2019-12-01,2020-02-01,97,97,1,40.0,759.0,0.0,Y,P,SF,1,P,GA,12060,35.0,1.0,N,N,A,N,1,0
98878959,2020-01-01,R,3.5,78000.0,360,2019-12-01,2020-02-01,97,97,1,39.0,803.0,0.0,Y,P,SF,1,P,MI,34740,35.0,1.0,N,N,A,N,0,0
98878961,2020-01-01,R,3.625,106000.0,360,2019-12-01,2020-02-01,97,97,1,26.0,760.0,0.0,Y,P,SF,1,P,OH,0,25.0,1.0,Y,N,A,N,1,0
98878964,2020-01-01,R,3.75,450000.0,360,2019-12-01,2020-02-01,85,85,1,27.0,795.0,0.0,Y,P,PU,1,P,CO,19740,12.0,1.0,N,N,A,N,0,0
98878970,2020-01-01,C,3.875,521000.0,360,2019-12-01,2020-02-01,75,75,1,44.0,767.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,Y,1,0
98878984,2020-01-01,C,3.625,456000.0,360,2019-11-01,2020-01-01,78,78,2,27.0,808.0,807.0,Y,P,SF,1,P,VA,47900,0.0,0.0,N,N,A,N,1,0
98878990,2020-01-01,R,3.625,176000.0,360,2019-12-01,2020-02-01,90,90,1,36.0,769.0,0.0,N,R,CO,1,P,MI,11460,25.0,1.0,Y,N,W,N,0,0
98878993,2020-01-01,R,3.75,140000.0,360,2020-01-01,2020-03-01,97,97,1,45.0,739.0,0.0,Y,P,SF,1,P,MI,24340,25.0,1.0,Y,N,A,N,0,0
98878997,2020-01-01,C,4.0,166000.0,360,2019-10-01,2019-12-01,95,95,1,42.0,757.0,0.0,Y,P,CO,1,P,VA,47260,25.0,1.0,Y,N,A,N,0,0
98879000,2020-01-01,R,3.875,193000.0,360,2019-12-01,2020-02-01,90,90,1,19.0,765.0,0.0,N,P,SF,1,P,MI,11460,25.0,1.0,N,N,A,N,1,0
98879002,2020-01-01,R,3.875,540000.0,360,2019-12-01,2020-02-01,95,95,2,30.0,691.0,688.0,Y,P,PU,1,P,VA,47900,30.0,1.0,N,Y,A,Y,1,0
98879012,2020-01-01,C,4.125,191000.0,360,2019-10-01,2019-12-01,67,67,2,32.0,774.0,791.0,N,C,PU,1,P,CO,24300,0.0,0.0,N,N,A,N,1,0
98879027,2020-01-01,C,3.625,363000.0,360,2019-11-01,2020-01-01,95,95,1,35.0,745.0,0.0,N,P,PU,1,P,CO,19740,30.0,1.0,N,N,A,N,1,0
98879033,2020-01-01,R,3.75,276000.0,360,2020-01-01,2020-03-01,85,85,1,49.0,739.0,0.0,N,R,SF,1,P,MI,19820,12.0,2.0,N,N,W,N,0,0
98879047,2020-01-01,R,4.125,168000.0,360,2020-01-01,2020-03-01,65,65,1,19.0,756.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
98879059,2020-01-01,B,3.75,194000.0,360,2019-11-01,2020-01-01,62,62,2,34.0,801.0,800.0,N,R,SF,1,P,OH,15940,0.0,0.0,N,N,A,N,1,0
98879062,2020-01-01,R,3.875,440000.0,360,2019-12-01,2020-02-01,80,80,2,48.0,793.0,808.0,N,P,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
98879063,2020-01-01,R,4.25,180000.0,360,2019-12-01,2020-02-01,70,70,2,36.0,653.0,657.0,N,P,SF,1,P,CO,17820,0.0,0.0,N,N,A,N,1,0
98879080,2020-01-01,B,5.125,482000.0,360,2019-12-01,2020-02-01,74,74,1,40.0,649.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,0,1
98879085,2020-01-01,R,3.875,233000.0,360,2020-01-01,2020-03-01,95,95,2,28.0,793.0,754.0,N,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,1,0
98879096,2020-01-01,R,3.625,214000.0,324,2019-12-01,2020-02-01,80,80,2,33.0,799.0,776.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,W,N,1,0
98879097,2020-01-01,R,4.0,204000.0,360,2019-12-01,2020-02-01,79,79,2,40.0,743.0,768.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
98879100,2020-01-01,C,4.0,202000.0,360,2019-11-01,2020-01-01,74,74,1,48.0,767.0,0.0,N,C,CO,1,P,OH,17460,0.0,0.0,N,N,A,N,1,0
98879101,2020-01-01,R,3.875,237000.0,360,2020-01-01,2020-03-01,75,75,1,35.0,753.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
98879106,2020-01-01,C,3.875,290000.0,360,2019-11-01,2020-01-01,70,70,2,32.0,809.0,804.0,N,C,SF,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
98879113,2020-01-01,R,3.625,294000.0,360,2019-12-01,2020-02-01,78,78,1,33.0,765.0,0.0,N,R,SF,1,P,OH,18140,0.0,0.0,N,N,W,N,1,0
98879114,2020-01-01,B,4.0,456000.0,360,2020-01-01,2020-03-01,80,80,1,36.0,648.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
98879120,2020-01-01,R,4.125,159000.0,360,2019-11-01,2020-01-01,78,78,1,37.0,799.0,0.0,N,C,SF,1,P,OH,45780,0.0,0.0,N,N,A,N,0,0
98879125,2020-01-01,C,3.875,192000.0,360,2019-11-01,2020-01-01,78,78,2,40.0,758.0,715.0,N,C,PU,1,P,CO,17820,0.0,0.0,N,N,A,N,0,0
98879127,2020-01-01,C,4.875,177000.0,360,2019-10-01,2019-12-01,69,69,1,38.0,699.0,0.0,N,C,SF,1,I,CO,19740,0.0,0.0,N,N,A,N,1,0
98879137,2020-01-01,R,3.75,333000.0,360,2019-11-01,2020-01-01,76,76,2,41.0,779.0,779.0,N,R,SF,1,P,OH,17460,0.0,0.0,N,N,W,N,1,0
98879140,2020-01-01,C,4.625,394000.0,360,2019-11-01,2020-01-01,80,80,1,43.0,676.0,0.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
98879146,2020-01-01,R,4.99,236000.0,312,2019-12-01,2020-02-01,80,80,2,21.0,779.0,755.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
98879154,2020-01-01,C,3.75,493000.0,360,2019-12-01,2020-02-01,85,85,1,24.0,702.0,0.0,N,R,PU,1,P,CO,19740,12.0,1.0,N,N,A,N,1,0
98879158,2020-01-01,R,4.5,244000.0,360,2019-11-01,2020-01-01,91,91,2,37.0,670.0,684.0,N,R,SF,1,P,OH,0,30.0,1.0,N,N,A,N,0,0
98879161,2020-01-01,C,4.125,482000.0,360,2019-12-01,2020-02-01,90,90,2,37.0,703.0,710.0,N,P,PU,1,P,CO,24540,25.0,1.0,N,N,A,N,1,0
98879164,2020-01-01,R,3.99,239000.0,360,2019-12-01,2020-02-01,97,97,1,21.0,792.0,0.0,Y,P,PU,1,P,GA,12060,35.0,1.0,N,N,A,N,0,0
98879165,2020-01-01,R,3.99,222000.0,324,2019-12-01,2020-02-01,90,90,2,41.0,700.0,743.0,N,R,SF,1,P,VA,40220,25.0,1.0,N,N,W,N,0,0
98879168,2020-01-01,R,4.625,53000.0,360,2019-12-01,2020-02-01,97,97,1,25.0,806.0,0.0,Y,P,SF,1,P,MI,27100,25.0,1.0,Y,N,A,N,1,0
98879174,2020-01-01,B,3.75,510000.0,360,2020-01-01,2020-03-01,85,85,2,31.0,786.0,747.0,N,R,PU,1,P,VA,47900,12.0,1.0,N,N,W,N,1,0
98879179,2020-01-01,R,3.875,318000.0,360,2019-12-01,2020-02-01,84,84,2,31.0,780.0,777.0,N,R,SF,1,P,VA,40060,12.0,1.0,N,N,W,N,1,0
98879181,2020-01-01,B,3.75,141000.0,360,2019-11-01,2020-01-01,95,95,1,34.0,738.0,0.0,Y,P,SF,1,P,MI,19820,30.0,1.0,N,N,A,N,1,0
98879184,2020-01-01,R,3.875,280000.0,360,2020-01-01,2020-03-01,95,95,2,43.0,755.0,763.0,Y,P,CO,1,P,CO,19740,30.0,1.0,N,N,A,N,0,1
98879191,2020-01-01,R,4.25,260000.0,360,2019-12-01,2020-02-01,95,95,2,43.0,783.0,796.0,Y,P,SF,1,P,OH,18140,30.0,1.0,N,N,A,N,1,0
98879195,2020-01-01,C,3.625,124000.0,360,2019-11-01,2020-01-01,90,90,1,44.0,712.0,0.0,Y,P,SF,1,P,OH,17460,25.0,1.0,Y,N,A,N,0,0
98879196,2020-01-01,C,3.875,196000.0,360,2019-12-01,2020-02-01,90,90,1,23.0,772.0,0.0,N,R,SF,1,P,MI,19820,25.0,1.0,N,N,W,N,0,0
98879204,2020-01-01,R,4.125,356000.0,360,2019-12-01,2020-02-01,95,95,2,19.0,777.0,724.0,Y,P,SF,1,P,OH,18140,30.0,1.0,N,Y,A,N,1,0
98879224,2020-01-01,R,4.25,103000.0,360,2019-12-01,2020-02-01,72,72,1,43.0,790.0,0.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
98879238,2020-01-01,R,3.875,148000.0,360,2019-12-01,2020-02-01,80,80,2,37.0,701.0,738.0,N,P,SF,1,P,OH,18140,0.0,0.0,N,N,A,N,1,0
98879251,2020-01-01,R,3.75,214000.0,360,2019-07-01,2019-09-01,79,79,1,23.0,803.0,0.0,N,R,SF,1,P,CO,17820,0.0,0.0,N,N,W,N,0,0
98879255,2020-01-01,R,3.75,340000.0,360,2019-12-01,2020-02-01,80,80,2,26.0,759.0,805.0,N,R,SF,1,P,OH,17460,0.0,0.0,N,N,W,N,0,0
98879257,2020-01-01,C,3.99,453000.0,360,2019-11-01,2020-01-01,73,73,2,31.0,743.0,727.0,N,R,PU,1,P,CO,0,0.0,0.0,N,N,W,N,0,0
98879264,2020-01-01,B,3.75,269000.0,360,2019-12-01,2020-02-01,65,65,1,31.0,782.0,0.0,N,P,CO,1,S,CO,0,0.0,0.0,N,N,A,N,0,0
98879265,2020-01-01,R,4.5,160000.0,360,2019-11-01,2020-01-01,80,80,1,43.0,737.0,0.0,N,C,PU,1,P,MI,19820,0.0,0.0,N,N,A,N,0,0
98879266,2020-01-01,R,3.99,118000.0,360,2019-12-01,2020-02-01,64,64,1,30.0,752.0,0.0,N,R,SF,1,P,OH,18140,0.0,0.0,N,N,W,N,0,0
98879274,2020-01-01,R,3.875,624000.0,360,2019-12-01,2020-02-01,68,68,2,29.0,790.0,807.0,N,P,SF,1,P,VA,47900,0.0,0.0,N,N,A,Y,0,0
98879282,2020-01-01,R,4.5,85000.0,360,2019-11-01,2020-01-01,70,70,2,50.0,761.0,695.0,N,C,SF,1,P,GA,0,0.0,0.0,N,N,A,N,1,0
98879286,2020-01-01,R,3.875,118000.0,360,2020-01-01,2020-03-01,88,88,2,49.0,709.0,732.0,N,R,SF,1,P,MI,33780,25.0,1.0,N,N,W,N,1,0
98879294,2020-01-01,R,4.25,160000.0,360,2019-12-01,2020-02-01,97,97,1,43.0,696.0,0.0,Y,P,SF,1,P,OH,17460,35.0,1.0,N,N,A,N,0,0
98879295,2020-01-01,R,3.75,324000.0,360,2020-01-01,2020-03-01,90,90,2,33.0,781.0,776.0,Y,P,SF,1,P,MI,19820,25.0,1.0,N,N,A,N,1,0
98879298,2020-01-01,R,3.875,415000.0,360,2020-01-01,2020-03-01,90,90,2,18.0,800.0,804.0,N,R,SF,1,P,CO,14500,25.0,1.0,N,N,W,N,1,0
98879306,2020-01-01,R,3.95,309000.0,360,2020-01-01,2020-03-01,95,95,2,36.0,801.0,746.0,Y,P,CO,1,P,VA,47900,30.0,1.0,N,N,A,N,0,0
98879307,2020-01-01,R,4.125,565000.0,360,2019-05-01,2019-07-01,95,95,1,30.0,770.0,0.0,Y,P,PU,1,P,CO,19740,30.0,1.0,N,N,A,Y,1,0
98879309,2020-01-01,B,3.75,239000.0,360,2020-01-01,2020-03-01,87,87,1,48.0,748.0,0.0,N,R,CO,1,P,CO,19740,25.0,1.0,Y,N,A,N,0,0
98879320,2020-01-01,R,4.0,228000.0,360,2019-12-01,2020-02-01,95,95,2,32.0,744.0,790.0,N,P,SF,1,P,MI,24340,30.0,1.0,N,N,A,N,1,0
98879325,2020-01-01,R,3.675,81000.0,360,2020-01-01,2020-03-01,95,95,1,40.0,739.0,0.0,Y,P,SF,1,P,OH,17460,25.0,1.0,Y,N,A,N,0,0
98879340,2020-01-01,C,3.625,499000.0,360,2019-12-01,2020-02-01,95,95,1,48.0,748.0,0.0,N,P,PU,1,P,CO,19740,30.0,1.0,N,N,A,N,1,0
98879357,2020-01-01,C,3.75,239000.0,360,2019-11-01,2020-01-01,88,88,1,45.0,795.0,0.0,N,P,SF,1,P,CO,39380,25.0,1.0,N,N,A,N,1,0
98879361,2020-01-01,R,3.625,340000.0,360,2019-12-01,2020-02-01,94,94,1,24.0,675.0,0.0,Y,P,PU,1,P,VA,40060,30.0,1.0,N,N,A,N,0,0
98879368,2020-01-01,C,4.5,342000.0,360,2019-12-01,2020-02-01,90,90,3,34.0,662.0,804.0,Y,P,PU,1,P,MI,11460,25.0,1.0,N,N,A,N,0,0
98879389,2020-01-01,R,3.625,434000.0,360,2019-12-01,2020-02-01,69,69,1,28.0,753.0,0.0,N,R,CO,1,P,MI,11460,0.0,0.0,N,N,A,N,0,0
98879394,2020-01-01,R,3.875,119000.0,360,2019-12-01,2020-02-01,80,80,1,29.0,749.0,0.0,N,C,SF,1,P,GA,12260,0.0,0.0,N,N,A,N,1,0
98879410,2020-01-01,C,3.625,357000.0,360,2019-11-01,2020-01-01,85,85,1,49.0,750.0,0.0,Y,P,CO,1,P,VA,47900,12.0,1.0,Y,N,A,N,0,0
98879413,2020-01-01,B,3.75,412000.0,360,2019-12-01,2020-02-01,95,95,2,49.0,814.0,769.0,Y,P,PU,1,P,GA,15260,30.0,1.0,N,N,A,N,0,0
98879422,2020-01-01,R,3.99,450000.0,360,2019-09-01,2019-11-01,89,89,1,31.0,703.0,0.0,N,R,SF,1,P,GA,12060,25.0,1.0,N,N,A,N,1,0
98879425,2020-01-01,R,3.75,407000.0,360,2020-01-01,2020-03-01,97,97,2,30.0,745.0,791.0,Y,P,PU,1,P,CO,19740,35.0,1.0,N,N,A,N,1,0
98879426,2020-01-01,C,3.99,194000.0,360,2020-01-01,2020-03-01,97,97,1,20.0,768.0,0.0,Y,P,SF,1,P,MI,19820,35.0,1.0,N,N,A,N,0,0
98879435,2020-01-01,C,3.25,486000.0,360,2019-10-01,2019-12-01,84,84,1,30.0,761.0,0.0,N,R,PU,1,P,CO,19740,12.0,1.0,N,N,A,N,1,0
98879450,2020-01-01,C,3.99,328000.0,360,2020-01-01,2020-03-01,95,95,1,38.0,808.0,0.0,N,P,SF,1,P,CO,17820,25.0,1.0,Y,N,A,N,1,0
98879451,2020-01-01,R,3.99,443000.0,360,2020-01-01,2020-03-01,92,92,2,49.0,724.0,708.0,N,P,PU,1,P,CO,19740,25.0,1.0,N,N,A,N,1,0
98879471,2020-01-01,R,4.125,304000.0,360,2019-11-01,2020-01-01,95,95,1,44.0,652.0,0.0,Y,P,SF,1,P,GA,16860,30.0,1.0,N,N,A,N,0,0
98879483,2020-01-01,B,3.75,279000.0,360,2019-11-01,2020-01-01,85,85,1,46.0,783.0,0.0,N,R,PU,1,P,GA,12060,12.0,1.0,Y,N,A,N,1,0
98879487,2020-01-01,R,4.0,91000.0,360,2019-12-01,2020-02-01,95,95,1,26.0,764.0,0.0,N,P,MH,1,P,MI,24340,25.0,1.0,Y,N,A,N,0,0
98879501,2020-01-01,C,3.875,444000.0,360,2019-11-01,2020-01-01,74,74,1,41.0,788.0,0.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
98879502,2020-01-01,C,4.0,232000.0,360,2019-12-01,2020-02-01,95,95,2,35.0,780.0,766.0,N,P,SF,1,P,VA,40060,30.0,1.0,N,N,A,N,0,0
98879506,2020-01-01,R,3.875,255000.0,360,2019-11-01,2020-02-01,95,95,1,42.0,668.0,0.0,N,P,SF,1,P,VA,47260,30.0,1.0,Y,N,A,N,0,0
98879508,2020-01-01,R,4.0,157000.0,360,2019-12-01,2020-02-01,85,85,1,38.0,713.0,0.0,Y,P,CO,1,P,MI,19820,12.0,1.0,N,N,A,N,0,0
98879520,2020-01-01,C,4.875,166000.0,360,2019-11-01,2020-01-01,83,83,1,29.0,663.0,0.0,Y,P,CO,1,P,OH,17460,12.0,1.0,N,N,A,N,0,0
98879521,2020-01-01,C,3.75,333000.0,360,2019-11-01,2020-01-01,90,90,2,34.0,765.0,784.0,N,P,PU,1,P,VA,40060,25.0,1.0,N,N,A,N,0,0
98879522,2020-01-01,C,4.5,200000.0,360,2020-01-01,2020-03-01,85,85,2,39.0,749.0,722.0,N,R,SF,1,P,MI,24340,12.0,1.0,N,N,A,N,1,0
98879525,2020-01-01,R,3.99,307000.0,360,2019-12-01,2020-02-01,85,85,2,46.0,763.0,763.0,N,R,SF,1,P,MI,19820,12.0,1.0,N,N,W,N,1,0
98879528,2020-01-01,C,4.125,254000.0,360,2019-12-01,2020-02-01,73,73,2,29.0,790.0,700.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
98879536,2020-01-01,R,3.54,240000.0,360,2019-12-01,2020-02-01,75,75,2,20.0,774.0,776.0,N,C,SF,1,P,OH,17460,0.0,0.0,N,N,A,N,0,0
98879541,2020-01-01,C,3.875,183000.0,360,2019-10-01,2019-12-01,79,79,1,46.0,718.0,0.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
98879542,2020-01-01,B,3.5,316000.0,360,2020-01-01,2020-03-01,80,80,2,21.0,801.0,798.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
98879548,2020-01-01,R,3.875,50000.0,360,2019-11-01,2020-01-01,75,75,1,39.0,764.0,0.0,N,P,SF,1,I,MI,19820,0.0,0.0,N,N,A,N,0,0
98879550,2020-01-01,R,3.875,444000.0,360,2020-01-01,2020-03-01,79,79,1,31.0,750.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
98879557,2020-01-01,R,3.75,484000.0,360,2019-12-01,2020-02-01,73,73,1,49.0,803.0,0.0,N,P,PU,1,P,CO,14500,0.0,0.0,N,N,A,N,1,0
