LOAN_ID,ACT_PERIOD,CHANNEL,ORIG_RATE,ORIG_UPB,ORIG_TERM,ORIG_DATE,FIRST_PAY,OLTV,OCLTV,NUM_BO,DTI,CSCORE_B,CSCORE_C,FIRST_FLAG,PURPOSE,PROP,NO_UNITS,OCC_STAT,STATE,MSA,MI_PCT,MI_TYPE,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,PREPAID_FLAG,DEFAULT_FLAG
99134961,2020-02-01,R,3.0,484000.0,180,2020-01-01,2020-03-01,73,73,1,46.0,681.0,0.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,0,0
99134962,2020-02-01,C,3.625,275000.0,360,2020-01-01,2020-03-01,70,70,1,21.0,791.0,0.0,Y,P,PU,1,P,OH,17460,0.0,0.0,N,N,A,N,1,0
99134965,2020-02-01,C,3.875,132000.0,360,2020-01-01,2020-03-01,72,72,1,34.0,721.0,0.0,N,R,SF,1,P,VA,0,0.0,0.0,N,N,A,N,1,0
99134983,2020-02-01,R,3.125,230000.0,180,2020-02-01,2020-04-01,66,66,1,41.0,756.0,0.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99134989,2020-02-01,C,3.625,338000.0,360,2020-01-01,2020-03-01,80,80,1,40.0,790.0,0.0,Y,P,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99134990,2020-02-01,C,4.0,145000.0,360,2020-01-01,2020-03-01,38,38,1,31.0,736.0,0.0,N,C,PU,1,P,OH,17140,0.0,0.0,N,N,A,N,0,0
99135012,2020-02-01,R,3.5,190000.0,360,2019-12-01,2020-02-01,33,33,2,19.0,816.0,788.0,N,R,SF,1,P,OH,18140,0.0,0.0,N,N,W,N,0,0
99135014,2020-02-01,C,4.5,213000.0,360,2019-12-01,2020-02-01,82,82,2,44.0,716.0,702.0,N,R,SF,1,P,GA,0,12.0,1.0,N,N,A,N,0,0
99135032,2020-02-01,R,4.125,90000.0,360,2019-12-01,2020-02-01,60,60,2,40.0,739.0,771.0,N,R,SF,1,P,MI,24340,0.0,0.0,N,N,A,N,1,0
99135037,2020-02-01,R,3.75,250000.0,360,2020-01-01,2020-03-01,63,63,1,46.0,789.0,0.0,N,P,PU,1,P,VA,16820,0.0,0.0,N,N,A,N,0,0
99135049,2020-02-01,C,3.75,301000.0,240,2019-12-01,2020-02-01,69,69,1,48.0,776.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99135056,2020-02-01,B,3.5,288000.0,360,2020-02-01,2020-04-01,80,80,1,26.0,755.0,0.0,N,P,PU,1,P,CO,24540,0.0,0.0,N,N,A,N,0,0
99135063,2020-02-01,R,3.875,84000.0,360,2020-01-01,2020-03-01,46,46,1,27.0,799.0,0.0,N,C,PU,1,P,GA,12060,0.0,0.0,N,N,W,N,0,0
99135075,2020-02-01,B,3.375,220000.0,180,2020-01-01,2020-03-01,66,66,2,29.0,758.0,766.0,N,C,SF,1,P,CO,22660,0.0,0.0,N,N,A,N,1,0
99135083,2020-02-01,R,4.5,328000.0,360,2020-01-01,2020-03-01,76,76,2,41.0,730.0,719.0,N,C,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,1,0
99135085,2020-02-01,R,4.375,149000.0,360,2020-02-01,2020-04-01,80,80,1,49.0,765.0,0.0,N,C,PU,1,P,OH,0,0.0,0.0,N,N,A,N,0,0
99135122,2020-02-01,R,3.375,159000.0,180,2019-12-01,2020-02-01,57,57,2,34.0,802.0,795.0,N,C,SF,1,P,OH,18140,0.0,0.0,N,N,A,N,1,0
99135129,2020-02-01,C,3.875,141000.0,360,2020-01-01,2020-03-01,49,49,1,39.0,661.0,0.0,N,C,SF,1,P,CO,24540,0.0,0.0,N,N,W,N,0,1
99135133,2020-02-01,R,3.375,87000.0,180,2020-01-01,2020-03-01,26,26,1,39.0,626.0,0.0,N,C,SF,1,P,CO,17820,0.0,0.0,N,N,A,N,0,0
99135135,2020-02-01,R,4.75,50000.0,360,2020-02-01,2020-04-01,60,60,1,13.0,705.0,0.0,N,C,SF,1,P,OH,15940,0.0,0.0,N,N,W,N,0,0
99135137,2020-02-01,R,3.25,143000.0,180,2020-01-01,2020-03-01,75,75,1,30.0,797.0,0.0,Y,P,SF,1,P,VA,44420,0.0,0.0,N,N,A,N,0,0
99135140,2020-02-01,C,4.0,188000.0,360,2020-01-01,2020-03-01,75,75,2,29.0,795.0,791.0,N,C,PU,1,I,CO,17820,0.0,0.0,N,N,A,N,0,0
99135141,2020-02-01,R,3.49,100000.0,120,2019-11-01,2020-01-01,51,51,2,17.0,754.0,738.0,Y,P,CO,1,P,MI,11460,0.0,0.0,N,N,A,N,1,0
99135146,2020-02-01,R,3.625,44000.0,360,2020-01-01,2020-03-01,59,59,1,36.0,745.0,0.0,N,C,SF,1,P,MI,40980,0.0,0.0,N,N,A,N,0,0
99135156,2020-02-01,R,3.625,141000.0,360,2019-12-01,2020-02-01,57,57,2,40.0,774.0,733.0,N,C,CO,1,P,MI,0,0.0,0.0,N,N,A,N,0,0
99135159,2020-02-01,B,3.625,247000.0,360,2020-01-01,2020-03-01,95,95,2,33.0,680.0,714.0,Y,P,PU,1,P,VA,16820,30.0,1.0,N,N,A,N,0,0
99135160,2020-02-01,C,3.75,306000.0,360,2020-01-01,2020-03-01,81,81,1,44.0,805.0,0.0,N,P,SF,1,P,VA,16820,12.0,1.0,N,N,A,N,1,0
99135169,2020-02-01,R,3.25,231000.0,240,2019-11-01,2020-01-01,50,50,2,16.0,795.0,805.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99135193,2020-02-01,C,3.99,220000.0,360,2019-11-01,2020-01-01,80,80,2,45.0,718.0,806.0,N,P,SF,1,P,OH,15940,0.0,0.0,N,N,A,N,0,0
99135220,2020-02-01,R,4.25,61000.0,360,2019-12-01,2020-02-01,80,80,1,48.0,711.0,0.0,N,C,CO,1,P,OH,19430,0.0,0.0,N,N,A,N,1,0
99135221,2020-02-01,R,3.875,115000.0,360,2019-11-01,2020-01-01,70,70,1,30.0,804.0,0.0,N,P,CO,1,P,MI,24340,0.0,0.0,N,N,A,N,1,0
99135223,2020-02-01,R,3.75,212000.0,360,2019-12-01,2020-02-01,79,79,2,18.0,760.0,767.0,N,R,PU,1,P,OH,10420,0.0,0.0,N,N,A,N,0,0
99135229,2020-02-01,R,3.625,48000.0,360,2020-01-01,2020-03-01,68,68,1,28.0,789.0,0.0,N,C,SF,1,I,MI,0,0.0,0.0,N,N,A,N,1,0
99135230,2020-02-01,R,4.0,286000.0,180,2020-01-01,2020-03-01,75,75,2,42.0,795.0,802.0,N,R,SF,1,I,CO,22660,0.0,0.0,N,N,W,N,1,0
99135258,2020-02-01,R,4.5,81000.0,324,2020-01-01,2020-03-01,50,50,1,36.0,763.0,0.0,N,R,SF,1,P,GA,0,0.0,0.0,N,N,W,N,1,0
99135260,2020-02-01,B,3.625,461000.0,240,2020-02-01,2020-04-01,95,95,1,31.0,756.0,0.0,N,R,PU,1,P,GA,12060,25.0,1.0,N,N,A,N,1,0
99135270,2020-02-01,R,3.75,460000.0,360,2020-01-01,2020-03-01,80,80,2,46.0,755.0,750.0,N,P,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,0,1
99135284,2020-02-01,R,4.125,312000.0,324,2020-01-01,2020-03-01,78,78,2,35.0,722.0,719.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99135287,2020-02-01,R,3.75,467000.0,360,2020-01-01,2020-03-01,85,85,2,50.0,768.0,754.0,N,R,SF,1,P,OH,18140,12.0,1.0,N,N,W,N,1,0
99135290,2020-02-01,R,3.75,202000.0,360,2020-01-01,2020-03-01,70,70,1,38.0,765.0,0.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,W,N,1,0
99135293,2020-02-01,C,3.625,369000.0,360,2020-01-01,2020-03-01,90,90,2,35.0,805.0,799.0,Y,P,SF,1,P,CO,19740,25.0,1.0,N,N,A,N,1,0
99135298,2020-02-01,B,3.613,270000.0,360,2020-01-01,2020-03-01,90,90,2,35.0,760.0,720.0,N,P,SF,1,S,MI,0,25.0,1.0,N,N,A,N,0,0
99135300,2020-02-01,R,3.0,302000.0,180,2020-02-01,2020-04-01,72,72,1,46.0,702.0,0.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,1,0
99135323,2020-02-01,R,2.875,463000.0,180,2020-01-01,2020-03-01,58,58,1,49.0,698.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99135324,2020-02-01,B,3.625,80000.0,180,2020-01-01,2020-03-01,12,12,2,38.0,795.0,800.0,N,R,CO,1,P,MI,19820,0.0,0.0,N,N,P,N,1,0
99135332,2020-02-01,C,3.99,204000.0,360,2020-01-01,2020-03-01,75,75,2,45.0,811.0,806.0,N,P,PU,1,I,VA,47900,0.0,0.0,N,N,A,N,0,0
99135341,2020-02-01,R,3.5,276000.0,180,2020-01-01,2020-03-01,69,69,2,26.0,775.0,775.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99135348,2020-02-01,R,3.5,296000.0,180,2020-02-01,2020-04-01,80,80,2,45.0,710.0,769.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99135358,2020-02-01,R,3.875,177000.0,240,2020-01-01,2020-03-01,52,52,1,44.0,703.0,0.0,N,C,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,0,0
99135374,2020-02-01,C,3.5,369000.0,360,2019-10-01,2019-12-01,95,95,1,44.0,783.0,0.0,N,R,SF,1,P,CO,19740,16.0,1.0,N,N,A,N,1,0
99135375,2020-02-01,C,3.875,330000.0,360,2020-01-01,2020-02-01,85,85,1,50.0,752.0,0.0,N,P,PU,1,P,GA,12060,12.0,1.0,N,N,A,N,0,0
99135387,2020-02-01,C,4.25,69000.0,360,2020-01-01,2020-03-01,75,75,2,15.0,813.0,805.0,N,C,SF,1,I,OH,0,0.0,0.0,N,N,A,N,1,0
99135388,2020-02-01,R,3.75,380000.0,360,2020-02-01,2020-04-01,80,80,2,38.0,746.0,779.0,N,P,SF,1,P,MI,28020,0.0,0.0,N,N,W,N,0,1
99135389,2020-02-01,C,4.125,240000.0,360,2019-12-01,2020-02-01,80,80,1,44.0,807.0,0.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99135396,2020-02-01,B,3.625,350000.0,360,2020-02-01,2020-04-01,78,78,1,36.0,755.0,0.0,N,R,SF,2,P,OH,18140,0.0,0.0,N,N,A,N,1,0
99135398,2020-02-01,C,3.625,440000.0,360,2019-12-01,2020-02-01,80,80,2,31.0,809.0,796.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99135399,2020-02-01,R,3.875,395000.0,360,2020-02-01,2020-04-01,95,95,1,45.0,699.0,0.0,Y,P,PU,1,P,CO,22660,30.0,1.0,N,N,A,N,0,0
99135401,2020-02-01,C,4.125,400000.0,360,2020-01-01,2020-03-01,80,80,1,39.0,812.0,0.0,N,P,PU,1,P,CO,22660,0.0,0.0,N,N,A,N,1,0
99135403,2020-02-01,C,4.875,158000.0,360,2020-01-01,2020-03-01,95,95,2,43.0,692.0,639.0,N,P,SF,1,P,GA,12060,30.0,1.0,N,N,A,N,0,1
99135408,2020-02-01,C,4.125,412000.0,360,2020-01-01,2020-03-01,75,75,2,23.0,791.0,784.0,N,P,SF,3,I,CO,17820,0.0,0.0,N,N,A,N,0,1
99135423,2020-02-01,B,3.75,368000.0,360,2020-02-01,2020-04-01,80,80,2,17.0,804.0,788.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99135427,2020-02-01,C,4.0,327000.0,360,2020-01-01,2020-03-01,95,95,2,37.0,779.0,722.0,Y,P,SF,1,P,CO,24540,30.0,1.0,N,N,A,N,1,0
99135428,2020-02-01,C,4.0,321000.0,360,2020-01-01,2020-03-01,80,80,2,20.0,760.0,780.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135438,2020-02-01,B,3.625,416000.0,360,2020-01-01,2020-03-01,93,93,1,33.0,776.0,0.0,N,R,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,1,0
99135442,2020-02-01,R,3.875,173000.0,180,2019-12-01,2020-03-01,68,68,1,31.0,803.0,0.0,N,R,CO,1,I,CO,19740,0.0,0.0,N,N,A,N,0,0
99135457,2020-02-01,R,4.25,200000.0,240,2020-01-01,2020-03-01,80,80,2,45.0,726.0,748.0,N,C,SF,1,P,VA,0,0.0,0.0,N,N,A,N,0,0
99135460,2020-02-01,R,4.99,270000.0,360,2019-12-01,2020-02-01,80,80,2,47.0,716.0,730.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99135472,2020-02-01,R,4.125,236000.0,240,2020-01-01,2020-03-01,80,80,1,40.0,743.0,0.0,N,C,PU,1,P,MI,29620,0.0,0.0,N,N,A,N,1,0
99135473,2020-02-01,C,3.625,235000.0,240,2020-01-01,2020-03-01,62,62,2,20.0,788.0,780.0,N,P,SF,1,P,CO,0,0.0,0.0,N,N,A,N,1,0
99135478,2020-02-01,C,3.875,197000.0,360,2020-01-01,2020-03-01,60,60,1,48.0,668.0,0.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135481,2020-02-01,C,4.125,312000.0,360,2020-01-01,2020-03-01,59,59,1,36.0,690.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135482,2020-02-01,C,3.875,400000.0,360,2019-12-01,2020-02-01,62,62,2,24.0,777.0,827.0,N,C,PU,1,P,GA,31420,0.0,0.0,N,N,A,N,1,0
99135485,2020-02-01,C,4.375,114000.0,360,2020-01-01,2020-04-01,85,85,1,33.0,694.0,0.0,N,R,SF,1,P,OH,0,12.0,1.0,N,N,A,N,0,0
99135489,2020-02-01,R,4.125,275000.0,360,2020-01-01,2020-03-01,80,80,2,34.0,692.0,794.0,N,P,SF,1,P,MI,19820,0.0,0.0,N,N,A,N,1,0
99135494,2020-02-01,R,3.625,175000.0,360,2020-01-01,2020-04-01,59,59,2,12.0,811.0,799.0,N,R,SF,1,P,MI,0,0.0,0.0,N,N,W,N,1,0
99135497,2020-02-01,R,4.75,244000.0,360,2020-02-01,2020-04-01,75,75,2,35.0,783.0,739.0,N,C,PU,1,I,CO,24300,0.0,0.0,N,N,A,N,0,0
99135501,2020-02-01,R,4.0,302000.0,360,2020-01-01,2020-03-01,72,72,2,50.0,776.0,750.0,N,C,PU,1,P,MI,19820,0.0,0.0,N,N,A,N,0,0
99135505,2020-02-01,B,4.5,379000.0,360,2020-01-01,2020-03-01,75,75,2,40.0,806.0,787.0,N,P,SF,2,I,CO,19740,0.0,0.0,N,N,A,N,1,0
99135518,2020-02-01,R,3.5,201000.0,180,2020-01-01,2020-03-01,64,64,2,37.0,628.0,713.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135524,2020-02-01,R,3.875,155000.0,360,2020-01-01,2020-03-01,71,71,1,32.0,755.0,0.0,N,C,PU,1,P,OH,17460,0.0,0.0,N,N,A,N,1,0
99135536,2020-02-01,B,3.85,410000.0,360,2020-01-01,2020-03-01,70,70,1,33.0,772.0,0.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135538,2020-02-01,C,3.875,250000.0,180,2019-12-01,2020-02-01,67,67,1,37.0,699.0,0.0,N,C,SF,1,P,VA,47900,0.0,0.0,N,N,W,N,1,0
99135539,2020-02-01,B,4.0,75000.0,180,2020-01-01,2020-03-01,74,74,1,39.0,644.0,0.0,N,C,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99135546,2020-02-01,R,3.75,150000.0,180,2020-01-01,2020-03-01,54,54,1,12.0,725.0,0.0,N,C,SF,1,P,CO,24540,0.0,0.0,N,N,A,N,0,0
99135551,2020-02-01,C,3.625,510000.0,360,2020-01-01,2020-03-01,54,54,1,50.0,797.0,0.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,W,N,1,0
99135558,2020-02-01,C,3.625,312000.0,360,2020-01-01,2020-03-01,78,78,2,16.0,774.0,816.0,N,R,PU,1,P,GA,12060,0.0,0.0,N,N,A,N,1,0
99135564,2020-02-01,C,4.125,353000.0,360,2020-01-01,2020-03-01,65,65,1,33.0,755.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135588,2020-02-01,R,4.5,256000.0,360,2020-01-01,2020-03-01,68,68,1,23.0,673.0,0.0,N,C,CO,1,P,MI,19820,0.0,0.0,N,N,A,N,0,1
99135592,2020-02-01,R,4.0,60000.0,360,2020-02-01,2020-04-01,28,28,1,15.0,784.0,0.0,N,R,CO,1,P,MI,11460,0.0,0.0,N,N,A,N,0,0
99135593,2020-02-01,R,3.625,360000.0,360,2019-12-01,2020-02-01,90,90,1,38.0,806.0,0.0,Y,P,PU,1,P,VA,47900,25.0,1.0,Y,N,A,N,0,0
99135595,2020-02-01,R,3.625,418000.0,180,2020-01-01,2020-03-01,70,70,2,42.0,711.0,711.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,0,0
99135596,2020-02-01,R,4.0,509000.0,360,2020-01-01,2020-03-01,75,90,1,41.0,796.0,0.0,N,P,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135603,2020-02-01,R,3.75,280000.0,360,2020-01-01,2020-03-01,59,59,2,31.0,769.0,773.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135604,2020-02-01,C,4.5,208000.0,360,2020-01-01,2020-03-01,91,91,2,38.0,705.0,698.0,N,R,SF,1,P,OH,18140,25.0,1.0,N,N,A,N,1,0
99135607,2020-02-01,R,3.99,115000.0,360,2020-02-01,2020-04-01,26,26,2,18.0,807.0,792.0,N,P,PU,1,P,CO,24300,0.0,0.0,N,N,A,N,1,0
99135611,2020-02-01,R,4.5,165000.0,360,2020-01-01,2020-03-01,75,75,1,33.0,741.0,0.0,N,C,SF,1,P,GA,42340,0.0,0.0,N,N,A,N,0,0
99135614,2020-02-01,C,4.625,684000.0,360,2019-12-01,2020-02-01,80,80,1,46.0,694.0,0.0,Y,P,PU,1,P,VA,47900,0.0,0.0,N,N,A,Y,0,1
99135617,2020-02-01,R,6.125,35000.0,360,2019-11-01,2020-01-01,91,91,1,38.0,660.0,0.0,N,P,SF,1,P,MI,19820,30.0,1.0,N,N,A,N,0,0
99135621,2020-02-01,R,3.375,245000.0,360,2020-01-01,2020-03-01,95,95,1,40.0,772.0,0.0,Y,P,PU,1,P,GA,12060,30.0,1.0,N,N,A,N,0,0
99135628,2020-02-01,B,3.675,200000.0,240,2020-01-01,2020-03-01,75,75,1,36.0,808.0,0.0,N,R,CO,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135637,2020-02-01,B,3.625,177000.0,240,2020-01-01,2020-03-01,83,83,2,35.0,758.0,767.0,N,R,SF,1,P,MI,19820,6.0,2.0,N,N,A,N,1,0
99135642,2020-02-01,R,3.875,348000.0,360,2020-01-01,2020-04-01,90,90,2,32.0,733.0,724.0,N,R,CO,1,P,MI,19820,25.0,1.0,N,N,A,N,1,0
99135650,2020-02-01,C,4.0,325000.0,360,2020-01-01,2020-03-01,90,90,1,44.0,701.0,0.0,N,P,PU,1,P,GA,12060,25.0,1.0,N,N,A,N,0,0
99135654,2020-02-01,R,4.875,75000.0,360,2019-12-01,2020-02-01,80,80,1,36.0,759.0,0.0,N,C,SF,1,P,GA,40660,0.0,0.0,N,N,A,N,0,0
99135659,2020-02-01,B,4.105,100000.0,360,2020-01-01,2020-04-01,63,63,1,28.0,773.0,0.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,P,N,1,0
99135661,2020-02-01,R,3.625,159000.0,360,2020-01-01,2020-03-01,79,79,1,44.0,795.0,0.0,N,R,SF,1,P,MI,22420,0.0,0.0,N,N,W,N,1,0
99135666,2020-02-01,B,3.625,172000.0,360,2020-02-01,2020-04-01,53,53,2,39.0,810.0,811.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99135668,2020-02-01,C,3.625,393000.0,360,2020-01-01,2020-03-01,80,80,2,33.0,751.0,795.0,N,R,PU,1,P,CO,24540,0.0,0.0,N,N,A,N,1,0
99135670,2020-02-01,R,3.75,398000.0,240,2020-01-01,2020-03-01,51,51,2,19.0,803.0,732.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99135672,2020-02-01,R,3.75,148000.0,120,2020-01-01,2020-03-01,44,44,2,29.0,698.0,712.0,N,C,SF,1,P,VA,40220,0.0,0.0,N,N,A,N,0,0
99135676,2020-02-01,C,5.875,117000.0,360,2019-12-01,2020-02-01,78,78,1,45.0,658.0,0.0,N,C,SF,1,P,MI,24340,0.0,0.0,N,N,A,N,1,0
99135678,2020-02-01,R,3.5,232000.0,240,2020-02-01,2020-04-01,52,52,1,43.0,787.0,0.0,N,R,SF,1,P,MI,34740,0.0,0.0,N,N,W,N,1,0
99135683,2020-02-01,B,3.875,305000.0,180,2020-01-01,2020-03-01,71,71,1,28.0,790.0,0.0,N,R,PU,1,I,CO,19740,0.0,0.0,N,N,W,N,1,0
99135690,2020-02-01,R,4.375,105000.0,324,2020-01-01,2020-03-01,59,59,2,29.0,685.0,775.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99135691,2020-02-01,R,3.625,100000.0,180,2019-11-01,2020-01-01,80,80,1,23.0,817.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99135698,2020-02-01,R,4.75,229000.0,360,2020-01-01,2020-03-01,70,70,1,45.0,718.0,0.0,N,C,CO,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135703,2020-02-01,C,3.625,465000.0,240,2019-12-01,2020-02-01,59,59,2,30.0,793.0,791.0,N,R,PU,1,P,CO,19740,0.0,0.0,N,N,W,N,1,0
99135720,2020-02-01,C,4.625,140000.0,360,2020-02-01,2020-04-01,67,67,1,36.0,650.0,0.0,N,C,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99135737,2020-02-01,R,3.5,368000.0,180,2020-01-01,2020-03-01,64,64,1,20.0,799.0,0.0,N,R,PU,1,P,VA,47900,0.0,0.0,N,N,W,N,1,0
99135761,2020-02-01,R,4.25,189000.0,240,2020-01-01,2020-03-01,80,80,1,35.0,751.0,0.0,N,C,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99135768,2020-02-01,B,3.75,457000.0,360,2020-01-01,2020-03-01,95,95,2,27.0,790.0,790.0,N,P,CO,1,P,GA,12060,30.0,1.0,N,N,A,N,1,0
99135787,2020-02-01,R,3.75,195000.0,360,2020-02-01,2020-04-01,56,56,1,34.0,809.0,0.0,N,R,SF,1,P,CO,22660,0.0,0.0,N,N,W,N,1,0
99135806,2020-02-01,B,3.75,82000.0,180,2020-01-01,2020-03-01,90,90,1,37.0,729.0,0.0,Y,P,SF,1,P,OH,19430,12.0,1.0,N,N,A,N,0,0
99135807,2020-02-01,R,4.5,112000.0,360,2020-01-01,2020-03-01,60,60,1,32.0,654.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,1,0
99135810,2020-02-01,R,3.5,189000.0,360,2020-02-01,2020-04-01,80,80,2,30.0,800.0,760.0,Y,P,SF,1,P,MI,0,0.0,0.0,N,N,A,N,0,0
99135811,2020-02-01,B,3.5,452000.0,360,2020-02-01,2020-04-01,80,80,2,20.0,775.0,766.0,N,C,SF,1,P,CO,17820,0.0,0.0,N,N,A,N,1,0
99135813,2020-02-01,R,3.875,175000.0,360,2020-02-01,2020-04-01,88,88,1,42.0,763.0,0.0,Y,P,SF,1,P,MI,0,25.0,1.0,N,N,A,N,0,0
99135814,2020-02-01,R,4.25,146000.0,360,2019-12-01,2020-02-01,70,70,1,46.0,707.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,Y,N,A,N,1,0
99135815,2020-02-01,B,3.746,259000.0,240,2020-01-01,2020-04-01,50,51,2,37.0,752.0,764.0,N,R,SF,1,P,CO,19740,0.0,0.0,N,N,W,N,0,0
99135830,2020-02-01,C,3.99,171000.0,360,2019-11-01,2020-01-01,95,95,1,28.0,716.0,0.0,N,P,SF,1,P,VA,31340,30.0,1.0,N,N,A,N,0,1
99135834,2020-02-01,R,3.5,165000.0,240,2020-02-01,2020-04-01,75,75,2,34.0,778.0,779.0,N,C,SF,1,S,MI,0,0.0,0.0,N,N,A,N,1,0
99135835,2020-02-01,R,2.99,456000.0,180,2020-01-01,2020-03-01,80,80,2,39.0,713.0,710.0,N,C,PU,1,P,VA,47900,0.0,0.0,N,N,A,N,0,0
99135836,2020-02-01,C,4.375,272000.0,360,2020-01-01,2020-03-01,79,79,1,42.0,764.0,0.0,N,C,SF,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
99135856,2020-02-01,R,3.625,484000.0,360,2020-01-01,2020-03-01,74,74,2,24.0,788.0,814.0,N,R,SF,1,P,OH,10420,0.0,0.0,N,N,W,N,1,0
99135864,2020-02-01,C,3.75,176000.0,240,2020-01-01,2020-03-01,80,80,1,31.0,740.0,0.0,N,C,PU,1,P,OH,17140,0.0,0.0,N,N,A,N,0,0
99135878,2020-02-01,R,4.5,405000.0,360,2020-01-01,2020-03-01,51,61,2,47.0,749.0,758.0,N,C,SF,1,S,VA,47260,0.0,0.0,N,N,A,N,0,0
99135882,2020-02-01,C,4.125,483000.0,360,2019-12-01,2020-02-01,90,90,2,44.0,669.0,687.0,N,P,PU,1,P,GA,12060,25.0,1.0,N,N,A,N,0,1
99135886,2020-02-01,R,4.05,92000.0,360,2020-02-01,2020-04-01,95,95,2,42.0,745.0,727.0,Y,P,SF,1,P,OH,0,30.0,1.0,N,N,A,N,0,0
99135894,2020-02-01,C,3.75,423000.0,360,2019-12-01,2020-02-01,90,90,2,43.0,809.0,804.0,N,P,SF,1,P,GA,12060,25.0,1.0,N,N,A,N,0,0
99135896,2020-02-01,R,3.75,350000.0,360,2020-01-01,2020-03-01,75,75,1,21.0,788.0,0.0,N,R,SF,1,P,MI,19820,0.0,0.0,N,N,W,N,0,0
99135897,2020-02-01,C,3.75,312000.0,360,2020-01-01,2020-03-01,90,90,2,37.0,765.0,816.0,Y,P,CO,1,P,MI,19820,25.0,1.0,N,N,A,N,1,0
99135898,2020-02-01,R,3.625,173000.0,360,2019-11-01,2020-01-01,49,49,2,24.0,788.0,808.0,N,R,SF,1,P,MI,0,0.0,0.0,N,N,A,N,0,0
99135914,2020-02-01,R,4.0,57000.0,360,2020-02-01,2020-04-01,97,97,1,40.0,770.0,0.0,N,P,SF,1,P,MI,0,25.0,1.0,Y,N,A,N,0,0
99135925,2020-02-01,C,4.5,219000.0,360,2020-01-01,2020-03-01,70,70,2,38.0,700.0,684.0,N,R,SF,1,P,GA,12060,0.0,0.0,N,N,A,N,0,0
99135928,2020-02-01,C,4.375,165000.0,360,2020-01-01,2020-03-01,97,101,1,39.0,803.0,0.0,N,P,CO,1,P,CO,19740,18.0,1.0,N,N,A,N,1,0
99135930,2020-02-01,C,3.875,266000.0,360,2019-11-01,2020-01-01,60,60,1,21.0,705.0,0.0,N,C,PU,1,P,CO,22660,0.0,0.0,N,N,W,N,1,0
99135940,2020-02-01,R,4.875,313000.0,360,2020-02-01,2020-04-01,80,80,1,43.0,699.0,0.0,N,C,PU,1,P,CO,19740,0.0,0.0,N,N,A,N,1,0
