LOAN_ID,ACT_PERIOD,CHANNEL,ORIG_RATE,ORIG_UPB,ORIG_DATE,FIRST_PAY,OLTV,NUM_BO,DTI,CSCORE_B,FIRST_FLAG,PURPOSE,PROP,NO_UNITS,OCC_STAT,STATE,MSA,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,PREPAID_FLAG,DEFAULT_FLAG,MI,TERM,DTI_LTV,DTI_UPB
98903451,2020-01-01,R,4.125,165000.0,2019-12-01,2020-02-01,80,2,38.0,706.0,0,C,SF,1,P,GA,23580,0,0,A,0,1,0,0,15y,0.475,0.0002303030303030303
98903454,2020-01-01,B,3.75,248000.0,2019-12-01,2020-02-01,46,2,24.0,792.0,0,R,SF,1,S,CO,0,0,0,W,0,0,0,0,other,0.5217391304347826,9.67741935483871e-05
98903455,2020-01-01,B,3.875,306000.0,2019-12-01,2020-02-01,55,2,47.0,763.0,0,P,PU,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.8545454545454545,0.00015359477124183006
98903465,2020-01-01,R,3.375,104000.0,2019-10-01,2019-12-01,58,1,40.0,737.0,0,C,SF,1,P,CO,0,0,0,A,0,0,0,0,15y,0.6896551724137931,0.0003846153846153846
98903468,2020-01-01,B,3.875,360000.0,2019-12-01,2020-02-01,60,1,23.0,783.0,0,C,SF,1,P,CO,19740,0,0,P,0,1,0,0,30y,0.38333333333333336,6.38888888888889e-05
98903476,2020-01-01,C,3.75,194000.0,2019-12-01,2020-02-01,97,1,40.0,691.0,1,P,PU,1,P,GA,12060,1,0,A,0,0,0,1,30y,0.41237113402061853,0.0002061855670103093
98903483,2020-01-01,R,3.625,205000.0,2020-01-01,2020-03-01,57,2,16.0,789.0,0,P,SF,1,P,MI,24340,0,0,A,0,0,0,0,other,0.2807017543859649,7.804878048780487e-05
98903484,2020-01-01,R,4.125,128000.0,2020-01-01,2020-03-01,61,2,31.0,801.0,0,P,SF,1,S,GA,0,0,0,A,0,0,0,0,30y,0.5081967213114754,0.0002421875
98903486,2020-01-01,C,4.375,229000.0,2019-12-01,2020-02-01,66,1,30.0,701.0,0,R,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.45454545454545453,0.00013100436681222707
98903488,2020-01-01,C,4.5,371000.0,2019-11-01,2020-01-01,95,2,42.0,673.0,0,P,PU,1,P,GA,12060,0,0,A,0,1,0,1,30y,0.4421052631578947,0.00011320754716981132
98903489,2020-01-01,R,3.874,166000.0,2019-12-01,2020-02-01,80,1,36.0,655.0,0,C,SF,1,P,VA,47260,0,0,A,0,0,0,0,other,0.45,0.00021686746987951806
98903491,2020-01-01,R,3.875,140000.0,2019-12-01,2020-02-01,60,2,23.0,686.0,0,C,SF,1,P,VA,47900,0,0,W,0,0,0,0,15y,0.38333333333333336,0.00016428571428571428
98903499,2020-01-01,R,4.0,139000.0,2019-12-01,2020-02-01,97,2,41.0,727.0,1,P,SF,1,P,OH,17460,1,0,A,0,0,0,1,30y,0.422680412371134,0.0002949640287769784
98903506,2020-01-01,B,3.875,161000.0,2020-01-01,2020-03-01,57,2,27.0,804.0,0,C,SF,1,P,MI,24340,0,0,A,0,0,0,0,30y,0.47368421052631576,0.00016770186335403727
98903510,2020-01-01,C,3.625,223000.0,2019-11-01,2020-01-01,56,1,46.0,683.0,0,R,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.8214285714285714,0.0002062780269058296
98903518,2020-02-01,C,3.75,460000.0,2019-10-01,2019-12-01,66,1,40.0,774.0,0,R,SF,1,P,MI,19820,0,0,W,0,1,0,0,30y,0.6060606060606061,8.695652173913044e-05
98903526,2020-01-01,R,4.125,341000.0,2019-12-01,2020-02-01,75,1,48.0,826.0,0,R,PU,1,P,CO,19740,0,0,W,0,1,0,0,30y,0.64,0.00014076246334310852
98903535,2020-01-01,C,3.75,240000.0,2019-11-01,2020-01-01,80,2,45.0,785.0,0,R,PU,1,P,VA,40060,0,0,W,0,0,0,0,30y,0.5625,0.0001875
98903537,2020-01-01,C,4.75,220000.0,2019-10-01,2019-12-01,70,2,37.0,728.0,0,C,SF,1,P,OH,17140,0,0,A,0,0,0,0,30y,0.5285714285714286,0.0001681818181818182
98903541,2020-01-01,B,3.894,361000.0,2020-01-01,2020-03-01,95,2,50.0,797.0,0,P,SF,1,P,CO,19740,0,0,A,0,1,0,1,30y,0.5263157894736842,0.00013850415512465375
98903543,2020-01-01,R,3.99,151000.0,2019-12-01,2020-02-01,89,1,30.0,732.0,0,R,SF,1,P,MI,19820,0,0,W,0,1,0,1,other,0.33707865168539325,0.00019867549668874172
98903544,2020-01-01,C,3.875,144000.0,2019-11-01,2020-01-01,90,1,29.0,791.0,0,P,MH,1,S,VA,0,0,0,A,0,0,0,1,30y,0.32222222222222224,0.0002013888888888889
98903547,2020-01-01,C,4.25,340000.0,2019-11-01,2020-01-01,95,2,40.0,759.0,0,P,MH,1,P,CO,0,0,0,A,0,0,1,1,30y,0.42105263157894735,0.00011764705882352942
98903549,2020-01-01,R,3.875,167000.0,2019-11-01,2020-01-01,84,1,33.0,747.0,0,R,SF,1,P,MI,19820,0,0,W,0,1,0,1,30y,0.39285714285714285,0.00019760479041916167
98903553,2020-01-01,R,3.375,225000.0,2020-01-01,2020-03-01,75,2,34.0,748.0,0,R,SF,1,P,VA,0,0,0,A,0,0,0,0,30y,0.4533333333333333,0.0001511111111111111
98903554,2020-01-01,R,3.75,367000.0,2019-12-01,2020-02-01,79,2,27.0,718.0,0,R,PU,1,P,VA,40060,0,0,W,0,1,0,0,30y,0.34177215189873417,7.356948228882834e-05
98903556,2020-01-01,B,3.75,536000.0,2020-01-01,2020-03-01,62,2,5.0,680.0,0,P,SF,1,P,VA,40060,0,0,A,1,0,0,0,30y,0.08064516129032258,9.328358208955224e-06
98903558,2020-01-01,R,4.99,390000.0,2020-01-01,2020-03-01,75,1,48.0,749.0,0,C,SF,1,I,CO,19740,0,0,A,0,0,0,0,30y,0.64,0.00012307692307692307
98903559,2020-01-01,R,4.375,315000.0,2019-12-01,2020-02-01,75,2,37.0,720.0,0,C,PU,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.49333333333333335,0.00011746031746031746
98903567,2020-01-01,R,3.625,110000.0,2020-01-01,2020-03-01,31,2,34.0,788.0,0,P,PU,1,P,OH,17140,0,0,A,0,0,0,0,30y,1.096774193548387,0.0003090909090909091
98903576,2020-01-01,R,5.625,47000.0,2020-01-01,2020-03-01,50,2,42.0,651.0,0,C,SF,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.84,0.0008936170212765957
98903584,2020-01-01,C,3.5,220000.0,2019-10-01,2019-12-01,79,1,24.0,814.0,0,R,SF,1,P,GA,12060,0,0,W,0,1,0,0,15y,0.3037974683544304,0.00010909090909090909
98903591,2020-01-01,R,3.25,135000.0,2019-12-01,2020-02-01,30,1,45.0,658.0,0,C,SF,1,P,MI,11460,0,0,W,0,0,0,0,other,1.5,0.0003333333333333333
98903592,2020-01-01,R,3.375,186000.0,2019-12-01,2020-02-01,68,2,35.0,712.0,0,R,SF,1,P,MI,28020,0,0,W,0,1,0,0,15y,0.5147058823529411,0.0001881720430107527
98903601,2020-01-01,R,3.75,235000.0,2019-12-01,2020-02-01,60,2,17.0,771.0,0,R,SF,1,P,VA,47900,0,0,W,0,1,0,0,other,0.2833333333333333,7.23404255319149e-05
98903602,2020-01-01,R,3.875,300000.0,2019-12-01,2020-02-01,77,1,47.0,744.0,0,C,PU,1,P,CO,19740,0,0,A,0,1,0,0,other,0.6103896103896104,0.00015666666666666666
98903609,2020-01-01,R,3.99,140000.0,2019-12-01,2020-02-01,74,1,21.0,794.0,0,C,SF,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.28378378378378377,0.00015
98903619,2020-01-01,R,4.062,357000.0,2019-12-01,2020-02-01,95,1,38.0,797.0,0,P,SF,1,P,CO,19740,0,0,A,0,0,0,1,30y,0.4,0.00010644257703081233
98903620,2020-01-01,R,3.125,337000.0,2019-12-01,2020-03-01,75,2,25.0,805.0,0,R,SF,1,P,CO,19740,0,0,A,0,1,0,0,15y,0.3333333333333333,7.41839762611276e-05
98903632,2020-01-01,R,3.75,149000.0,2019-12-01,2020-02-01,76,1,35.0,809.0,0,R,PU,1,P,OH,17460,0,0,W,0,1,0,0,other,0.4605263157894737,0.0002348993288590604
98903642,2020-01-01,C,3.625,133000.0,2019-12-01,2020-02-01,54,1,44.0,790.0,0,R,SF,1,P,MI,19820,0,0,W,0,1,0,0,15y,0.8148148148148148,0.00033082706766917295
98903649,2020-01-01,B,3.125,375000.0,2019-12-01,2020-02-01,75,2,48.0,721.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,0,15y,0.64,0.000128
98903651,2020-01-01,C,3.75,233000.0,2019-12-01,2020-02-01,95,1,49.0,752.0,1,P,SF,1,P,VA,47260,1,0,A,0,0,0,1,30y,0.5157894736842106,0.00021030042918454935
98903653,2020-01-01,R,3.125,225000.0,2019-10-01,2019-11-01,54,2,24.0,797.0,0,C,PU,1,P,VA,47900,0,0,W,0,0,0,0,15y,0.4444444444444444,0.00010666666666666667
98903657,2020-01-01,R,3.375,455000.0,2019-09-01,2019-11-01,67,2,32.0,802.0,0,R,SF,1,P,GA,12060,0,0,W,0,0,0,0,30y,0.47761194029850745,7.032967032967034e-05
98903658,2020-01-01,R,3.75,475000.0,2019-12-01,2020-02-01,90,1,24.0,778.0,1,P,PU,1,P,VA,47900,0,0,A,0,1,0,1,30y,0.26666666666666666,5.052631578947368e-05
98903660,2020-01-01,B,4.167,269000.0,2020-01-01,2020-03-01,83,2,42.0,766.0,0,P,CO,1,S,MI,19820,0,0,A,0,0,0,1,30y,0.5060240963855421,0.00015613382899628254
98903670,2020-01-01,B,3.75,378000.0,2019-12-01,2020-02-01,90,1,29.0,764.0,1,P,SF,1,P,CO,19740,0,0,A,0,1,0,1,30y,0.32222222222222224,7.671957671957673e-05
98903673,2020-01-01,C,3.75,360000.0,2019-12-01,2020-02-01,80,2,30.0,777.0,0,R,SF,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.375,8.333333333333333e-05
98903687,2020-01-01,R,3.75,338000.0,2019-12-01,2020-02-01,52,1,10.0,791.0,0,R,SF,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.19230769230769232,2.9585798816568047e-05
98903710,2020-01-01,R,3.625,168000.0,2020-01-01,2020-03-01,48,2,32.0,754.0,0,C,SF,1,P,CO,17820,0,0,W,0,1,0,0,15y,0.6666666666666666,0.00019047619047619048
98903726,2020-01-01,R,3.75,209000.0,2019-12-01,2020-02-01,56,2,42.0,795.0,0,R,CO,1,P,VA,40220,1,0,A,0,0,0,0,30y,0.75,0.00020095693779904306
98903728,2020-01-01,R,4.25,214000.0,2019-12-01,2020-02-01,58,2,45.0,732.0,0,C,SF,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.7758620689655172,0.0002102803738317757
98903731,2020-01-01,R,3.5,338000.0,2019-12-01,2020-02-01,46,2,40.0,788.0,0,R,PU,1,P,CO,19740,0,0,W,0,1,0,0,other,0.8695652173913043,0.00011834319526627219
98903736,2020-01-01,C,4.125,158000.0,2020-01-01,2020-03-01,51,1,46.0,770.0,0,R,SF,1,P,MI,0,0,0,A,0,1,0,0,30y,0.9019607843137255,0.0002911392405063291
98903740,2020-01-01,R,3.99,161000.0,2019-11-01,2020-01-01,59,1,42.0,802.0,0,R,CO,1,P,GA,12060,0,0,W,0,1,0,0,30y,0.711864406779661,0.0002608695652173913
98903742,2020-01-01,C,3.25,190000.0,2020-01-01,2020-03-01,66,1,49.0,783.0,0,P,CO,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.7424242424242424,0.0002578947368421053
98903751,2020-01-01,B,3.125,312000.0,2019-12-01,2020-03-01,64,1,33.0,644.0,0,R,SF,1,P,MI,19820,0,0,A,0,1,0,0,15y,0.515625,0.00010576923076923077
98903754,2020-01-01,R,3.625,360000.0,2019-12-01,2020-02-01,80,1,49.0,741.0,0,R,SF,1,P,MI,19820,0,0,A,0,0,0,0,30y,0.6125,0.0001361111111111111
98903767,2020-01-01,R,4.875,159000.0,2019-12-01,2020-02-01,80,2,44.0,775.0,0,P,SF,1,I,GA,12260,0,0,A,0,1,0,0,30y,0.55,0.00027672955974842765
98903770,2020-01-01,R,3.125,350000.0,2019-10-01,2019-12-01,40,1,18.0,794.0,0,R,PU,1,P,GA,12060,0,0,A,0,0,0,0,15y,0.45,5.142857142857143e-05
98903772,2020-01-01,B,3.625,466000.0,2020-01-01,2020-03-01,60,2,24.0,659.0,0,C,PU,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.4,5.150214592274678e-05
98903773,2020-01-01,R,4.5,244000.0,2019-12-01,2020-02-01,70,2,33.0,743.0,0,C,PU,1,P,OH,18140,0,0,A,0,1,0,0,other,0.4714285714285714,0.00013524590163934425
98903784,2020-01-01,R,3.75,94000.0,2019-11-01,2020-01-01,90,1,27.0,804.0,0,P,SF,1,S,MI,0,0,0,A,0,0,0,1,30y,0.3,0.0002872340425531915
98903786,2020-01-01,R,3.125,223000.0,2019-12-01,2020-02-01,74,1,27.0,786.0,0,R,SF,1,P,MI,19820,0,0,A,0,1,0,0,15y,0.36486486486486486,0.0001210762331838565
98903797,2020-01-01,R,3.125,298000.0,2019-12-01,2020-02-01,60,2,44.0,781.0,0,R,PU,1,P,CO,19740,0,0,W,0,1,0,0,15y,0.7333333333333333,0.0001476510067114094
98903802,2020-01-01,C,3.625,199000.0,2019-12-01,2020-02-01,57,1,34.0,710.0,0,C,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.5964912280701754,0.00017085427135678393
98903808,2020-01-01,C,5.125,94000.0,2019-12-01,2020-02-01,80,1,25.0,788.0,0,P,MH,1,S,VA,0,0,0,A,0,1,0,0,30y,0.3125,0.00026595744680851064
98903810,2020-01-01,R,4.75,161000.0,2020-01-01,2020-03-01,72,1,48.0,695.0,0,C,CO,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.6666666666666666,0.0002981366459627329
98903820,2020-01-01,R,3.25,161000.0,2019-12-01,2020-02-01,50,2,38.0,788.0,0,R,CO,1,P,MI,0,0,0,W,0,0,0,0,15y,0.76,0.00023602484472049688
98903838,2020-01-01,R,3.791,246000.0,2019-12-01,2020-02-01,60,2,47.0,780.0,0,R,PU,1,P,MI,19820,0,0,W,0,0,0,0,30y,0.7833333333333333,0.00019105691056910568
98903841,2020-01-01,R,3.75,160000.0,2019-12-01,2020-02-01,51,2,21.0,792.0,0,R,SF,1,P,MI,0,0,0,A,0,0,0,0,30y,0.4117647058823529,0.00013125
98903843,2020-01-01,C,4.0,219000.0,2019-12-01,2020-02-01,55,2,17.0,733.0,0,C,SF,1,P,CO,19740,0,0,A,0,0,0,0,30y,0.3090909090909091,7.76255707762557e-05
98903844,2020-01-01,R,3.875,228000.0,2020-01-01,2020-03-01,78,2,15.0,797.0,0,R,SF,1,P,MI,28020,0,0,A,0,1,0,0,30y,0.19230769230769232,6.578947368421052e-05
98903854,2020-01-01,R,3.625,360000.0,2019-12-01,2020-02-01,76,1,41.0,734.0,0,R,PU,1,P,GA,12060,0,0,W,0,1,0,0,30y,0.5394736842105263,0.00011388888888888889
98903855,2020-01-01,R,3.5,276000.0,2019-11-01,2020-01-01,35,1,37.0,793.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,0,30y,1.0571428571428572,0.00013405797101449275
98903866,2020-01-01,R,3.75,134000.0,2019-11-01,2020-01-01,80,1,49.0,746.0,0,R,CO,1,P,MI,19820,0,0,A,0,1,0,0,other,0.6125,0.00036567164179104476
98903877,2020-01-01,C,4.375,480000.0,2019-10-01,2019-12-01,77,1,43.0,742.0,0,C,SF,1,P,VA,31340,0,0,A,0,0,1,0,30y,0.5584415584415584,8.958333333333333e-05
98903878,2020-01-01,R,3.625,282000.0,2019-12-01,2020-02-01,67,1,35.0,720.0,0,C,CO,1,P,MI,19820,0,0,A,0,1,0,0,other,0.5223880597014925,0.00012411347517730497
98903893,2020-01-01,R,4.625,104000.0,2019-11-01,2020-02-01,41,1,24.0,807.0,0,R,CO,1,P,CO,19740,1,0,A,0,0,0,0,30y,0.5853658536585366,0.00023076923076923076
98903898,2020-01-01,R,3.25,214000.0,2019-12-01,2020-02-01,72,1,44.0,757.0,0,R,SF,1,P,MI,19820,0,0,P,0,0,0,0,30y,0.6111111111111112,0.00020560747663551403
98903901,2020-01-01,C,4.5,452000.0,2019-12-01,2020-02-01,75,2,44.0,691.0,0,R,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.5866666666666667,9.734513274336283e-05
98903929,2020-01-01,B,3.5,392000.0,2019-12-01,2020-02-01,80,1,42.0,800.0,0,C,PU,1,P,VA,47900,0,0,A,0,1,0,0,15y,0.525,0.00010714285714285714
98903933,2020-01-01,R,4.875,175000.0,2019-12-01,2020-02-01,75,1,40.0,751.0,0,C,SF,1,P,GA,0,0,0,A,0,1,0,0,30y,0.5333333333333333,0.00022857142857142857
98903937,2020-01-01,R,3.75,342000.0,2019-12-01,2020-02-01,72,2,21.0,783.0,0,R,PU,1,P,CO,17820,0,0,W,0,0,0,0,30y,0.2916666666666667,6.140350877192983e-05
98903951,2020-01-01,R,3.875,155000.0,2019-11-01,2020-01-01,76,1,28.0,817.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,0,30y,0.3684210526315789,0.00018064516129032257
98903956,2020-01-01,C,4.0,215000.0,2019-12-01,2020-02-01,50,2,17.0,763.0,0,C,PU,1,P,CO,19740,0,0,A,0,1,0,0,30y,0.34,7.906976744186047e-05
98903960,2020-01-01,C,4.125,214000.0,2019-12-01,2020-02-01,95,1,26.0,799.0,1,P,CO,1,P,CO,19740,0,0,A,0,0,0,1,30y,0.2736842105263158,0.00012149532710280373
98903963,2020-01-01,B,4.625,56000.0,2019-12-01,2020-02-01,75,2,34.0,773.0,0,P,SF,1,I,OH,17460,0,0,A,0,0,0,0,30y,0.4533333333333333,0.0006071428571428571
98903977,2020-01-01,C,4.125,360000.0,2019-12-01,2020-02-01,39,2,43.0,697.0,0,C,PU,1,P,VA,47900,0,0,A,0,1,0,0,30y,1.1025641025641026,0.00011944444444444444
98903980,2020-01-01,R,3.75,181000.0,2019-11-01,2020-01-01,60,1,47.0,735.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,0,other,0.7833333333333333,0.0002596685082872928
98903984,2020-01-01,B,4.375,171000.0,2019-12-01,2020-02-01,75,1,44.0,790.0,0,C,SF,1,I,VA,40060,0,0,A,0,1,0,0,30y,0.5866666666666667,0.0002573099415204678
98904003,2020-01-01,C,4.0,152000.0,2019-11-01,2020-01-01,63,2,42.0,746.0,0,R,SF,1,P,OH,0,0,0,A,0,1,0,0,30y,0.6666666666666666,0.0002763157894736842
98904009,2020-01-01,R,3.49,349000.0,2019-09-01,2019-11-01,97,2,40.0,767.0,1,P,PU,1,P,GA,12060,0,0,A,0,0,0,1,30y,0.41237113402061853,0.00011461318051575932
98904014,2020-01-01,R,3.625,216000.0,2019-12-01,2020-02-01,54,2,15.0,811.0,0,R,SF,1,P,VA,40060,0,0,W,0,0,0,0,30y,0.2777777777777778,6.944444444444444e-05
98904021,2020-01-01,R,3.75,180000.0,2019-12-01,2020-02-01,80,1,50.0,769.0,0,C,PU,1,P,GA,12060,0,0,A,0,1,0,0,30y,0.625,0.0002777777777777778
98904022,2020-01-01,B,3.5,32000.0,2019-12-01,2020-02-01,84,1,33.0,786.0,1,P,SF,1,P,MI,34740,0,0,A,0,0,0,1,15y,0.39285714285714285,0.00103125
98904024,2020-01-01,C,4.0,259000.0,2019-12-01,2020-02-01,75,1,35.0,768.0,0,R,SF,1,P,CO,19740,0,0,W,0,0,0,0,30y,0.4666666666666667,0.00013513513513513514
98904045,2020-01-01,C,3.875,334000.0,2019-11-01,2020-01-01,65,1,34.0,736.0,0,R,SF,1,P,GA,12060,0,0,W,0,1,0,0,30y,0.5230769230769231,0.00010179640718562875
98904057,2020-01-01,C,4.5,380000.0,2019-12-01,2020-02-01,80,1,49.0,803.0,0,P,PU,1,P,OH,10420,0,0,A,0,1,0,0,30y,0.6125,0.00012894736842105264
98904067,2020-01-01,R,3.625,100000.0,2019-12-01,2020-02-01,58,1,29.0,758.0,0,P,SF,1,P,OH,44220,0,0,A,0,0,0,0,30y,0.5,0.00029
98904070,2020-01-01,R,3.75,105000.0,2019-12-01,2020-02-01,47,1,41.0,817.0,0,C,CO,1,P,MI,19820,0,0,A,0,0,0,0,15y,0.8723404255319149,0.0003904761904761905
98904072,2020-01-01,R,4.375,211000.0,2020-01-01,2020-03-01,73,1,40.0,772.0,0,P,CO,1,I,CO,19740,0,0,A,0,0,0,0,30y,0.547945205479452,0.0001895734597156398
98904075,2020-01-01,R,3.99,119000.0,2019-12-01,2020-02-01,95,1,44.0,704.0,0,P,SF,1,P,GA,0,0,0,A,0,1,0,1,30y,0.4631578947368421,0.00036974789915966385
98904076,2020-01-01,R,4.25,57000.0,2019-11-01,2020-01-01,75,1,20.0,676.0,0,P,SF,1,I,MI,29620,0,0,A,0,0,0,0,15y,0.26666666666666666,0.0003508771929824561
98904078,2020-01-01,R,3.375,202000.0,2019-12-01,2020-02-01,68,1,29.0,787.0,0,R,CO,1,P,GA,12060,0,0,W,0,1,0,0,15y,0.4264705882352941,0.00014356435643564356
98904093,2020-01-01,R,4.25,122000.0,2019-12-01,2020-02-01,80,1,45.0,762.0,0,C,SF,1,P,MI,0,0,0,A,0,0,0,0,30y,0.5625,0.00036885245901639344
98904101,2020-01-01,R,3.125,219000.0,2019-12-01,2020-02-01,59,2,29.0,791.0,0,R,SF,1,P,VA,40060,0,0,W,0,1,0,0,15y,0.4915254237288136,0.00013242009132420092
98904112,2020-01-01,R,3.125,361000.0,2019-09-01,2019-12-01,76,2,44.0,787.0,0,R,SF,1,P,CO,17820,0,0,W,0,1,0,0,15y,0.5789473684210527,0.00012188365650969529
98904118,2020-01-01,C,3.875,379000.0,2019-11-01,2020-01-01,85,1,23.0,740.0,0,R,PU,1,P,VA,40060,0,0,A,0,1,0,1,30y,0.27058823529411763,6.068601583113456e-05
98904122,2020-01-01,R,3.25,105000.0,2020-01-01,2020-03-01,65,1,42.0,706.0,0,R,SF,1,P,MI,19820,0,0,A,0,0,0,0,15y,0.6461538461538462,0.0004
98904127,2020-01-01,R,3.375,315000.0,2019-12-01,2020-02-01,85,1,32.0,769.0,0,R,PU,1,P,MI,19820,0,0,A,0,0,1,1,15y,0.3764705882352941,0.00010158730158730159
98904138,2020-01-01,R,4.375,116000.0,2020-01-01,2020-03-01,80,2,44.0,724.0,0,C,SF,1,P,MI,22420,0,0,A,0,1,0,0,other,0.55,0.0003793103448275862
98904141,2020-01-01,R,3.25,77000.0,2019-11-01,2020-01-01,24,2,31.0,781.0,0,R,PU,1,P,MI,19820,0,0,A,0,0,0,0,15y,1.2916666666666667,0.0004025974025974026
98904142,2020-01-01,R,3.99,180000.0,2019-11-01,2020-01-01,90,1,37.0,801.0,0,P,SF,1,S,MI,0,0,0,A,0,0,0,1,30y,0.4111111111111111,0.00020555555555555556
98904146,2020-01-01,C,4.25,127000.0,2019-10-01,2019-12-01,95,1,47.0,748.0,1,P,CO,1,P,GA,12060,0,0,A,0,0,1,1,30y,0.49473684210526314,0.0003700787401574803
98904158,2020-01-01,R,4.25,63000.0,2019-11-01,2020-01-01,97,1,46.0,718.0,0,P,SF,1,P,VA,40060,1,0,A,0,0,0,1,30y,0.4742268041237113,0.0007301587301587302
98904168,2020-01-01,R,3.875,214000.0,2019-12-01,2020-02-01,93,1,27.0,784.0,0,R,CO,1,P,CO,19740,1,0,A,0,1,0,1,30y,0.2903225806451613,0.00012616822429906542
98904180,2020-01-01,C,3.75,159000.0,2019-11-01,2020-01-01,95,2,36.0,758.0,1,P,SF,1,P,OH,15940,0,0,A,0,0,0,1,30y,0.37894736842105264,0.00022641509433962264
98904182,2020-01-01,B,3.875,134000.0,2019-12-01,2020-02-01,79,1,49.0,728.0,0,R,CO,1,P,MI,19820,0,0,A,0,0,0,0,30y,0.620253164556962,0.00036567164179104476
98904185,2020-01-01,R,3.75,300000.0,2019-12-01,2020-02-01,80,1,49.0,785.0,1,P,SF,1,P,OH,17460,0,0,W,0,1,0,0,30y,0.6125,0.00016333333333333334
98904203,2020-01-01,R,3.625,180000.0,2019-11-01,2020-02-01,59,2,34.0,756.0,0,C,SF,1,P,MI,24340,0,0,W,0,1,0,0,other,0.576271186440678,0.00018888888888888888
98904207,2020-01-01,R,3.625,103000.0,2020-01-01,2020-03-01,51,2,23.0,808.0,0,P,CO,1,P,MI,22420,0,0,A,0,0,0,0,30y,0.45098039215686275,0.0002233009708737864
98904227,2020-01-01,R,3.75,330000.0,2019-12-01,2020-02-01,75,1,23.0,770.0,0,C,PU,1,P,VA,47900,0,0,A,0,1,0,0,30y,0.30666666666666664,6.96969696969697e-05
98904236,2020-01-01,R,3.375,125000.0,2019-12-01,2020-02-01,95,1,39.0,768.0,0,R,SF,1,P,MI,29620,0,0,A,0,0,0,1,15y,0.4105263157894737,0.000312
98904237,2020-01-01,C,4.375,92000.0,2019-10-01,2019-12-01,97,1,40.0,677.0,1,P,SF,1,P,VA,47260,0,0,A,0,0,0,1,30y,0.41237113402061853,0.0004347826086956522
98904239,2020-01-01,C,3.75,264000.0,2019-11-01,2020-01-01,75,1,42.0,669.0,0,R,SF,1,P,VA,47900,1,0,W,0,0,0,0,other,0.56,0.0001590909090909091
98904248,2020-01-01,B,3.625,426000.0,2019-12-01,2020-02-01,79,2,21.0,719.0,0,R,CO,1,P,MI,19820,0,0,W,0,1,0,0,30y,0.26582278481012656,4.929577464788732e-05
98904251,2020-01-01,R,3.875,398000.0,2019-12-01,2020-02-01,80,2,22.0,806.0,0,C,SF,1,P,CO,14500,0,0,A,0,1,0,0,30y,0.275,5.527638190954774e-05
98904259,2020-01-01,B,4.5,188000.0,2019-12-01,2020-02-01,80,1,23.0,762.0,0,C,PU,1,P,VA,40060,0,0,A,0,1,0,0,30y,0.2875,0.0001223404255319149
98904265,2020-01-01,C,4.375,107000.0,2019-09-01,2019-11-01,97,1,36.0,719.0,1,P,SF,1,P,MI,34740,0,0,A,0,1,0,1,30y,0.3711340206185567,0.0003364485981308411
98904278,2020-01-01,C,3.0,100000.0,2019-11-01,2020-01-01,29,1,15.0,775.0,0,R,PU,1,P,VA,40060,0,0,W,0,0,0,0,15y,0.5172413793103449,0.00015
98904281,2020-01-01,R,4.25,245000.0,2019-12-01,2020-02-01,84,1,35.0,753.0,1,P,CO,1,P,GA,12060,0,0,A,0,1,0,1,other,0.4166666666666667,0.00014285714285714287
98904287,2020-01-01,R,3.75,131000.0,2020-01-01,2020-03-01,56,1,15.0,802.0,0,R,SF,1,P,MI,19820,0,0,W,0,0,0,0,30y,0.26785714285714285,0.00011450381679389313
98904310,2020-01-01,C,3.375,189000.0,2019-12-01,2020-02-01,68,2,33.0,769.0,0,R,CO,1,I,CO,19740,0,0,A,0,0,0,0,15y,0.4852941176470588,0.0001746031746031746
98904313,2020-01-01,B,2.99,487000.0,2019-12-01,2020-02-01,80,1,45.0,657.0,0,P,PU,1,P,GA,12060,0,0,W,0,1,0,0,15y,0.5625,9.240246406570841e-05
98904325,2020-01-01,R,3.625,150000.0,2019-12-01,2020-02-01,57,1,43.0,759.0,0,C,SF,1,P,MI,24340,0,0,A,0,1,0,0,15y,0.7543859649122807,0.0002866666666666667
