,CHANNEL,FIRST_FLAG,PURPOSE,PROP,OCC_STAT,STATE,MSA,HOMEREADY_PROGRAM_INDICATOR,RELOCATION_MORTGAGE_INDICATOR,PROPERTY_INSPECTION_WAIVER_INDICATOR,HIGH_BALANCE_LOAN_INDICATOR,MI,TERM,CSCORE_B,DTI,OLTV,ORIG_RATE,ORIG_UPB,NUM_BO,NO_UNITS,DTI_LTV,DTI_UPB
39156,R,0,C,CO,P,MI,11460,0,0,W,0,0,other,792.0,44.0,66,4.375,349000.0,1,1,0.6666666666666666,0.00012607449856733526
54321,R,0,R,PU,P,CO,14500,0,0,A,0,1,30y,784.0,19.0,92,3.875,391000.0,2,1,0.20652173913043478,4.8593350383631716e-05
27206,C,1,P,PU,P,GA,12060,0,0,A,0,0,30y,763.0,45.0,80,4.0,383000.0,1,1,0.5625,0.0001174934725848564
66897,R,0,R,SF,P,GA,12060,0,0,A,0,1,30y,709.0,50.0,88,4.125,340000.0,2,1,0.5681818181818182,0.00014705882352941175
76757,R,0,R,PU,P,CO,17820,0,0,A,0,1,30y,739.0,25.0,96,4.25,486000.0,2,1,0.2604166666666667,5.1440329218106995e-05
58109,C,0,P,CO,P,MI,19820,0,0,A,0,0,30y,803.0,7.0,33,3.625,80000.0,1,1,0.21212121212121213,8.75e-05
41246,C,0,P,PU,P,CO,17820,0,0,A,0,0,30y,767.0,42.0,67,3.625,325000.0,2,1,0.6268656716417911,0.00012923076923076923
48650,R,0,R,SF,P,MI,24340,0,0,A,0,0,other,709.0,26.0,47,3.5,74000.0,1,1,0.5531914893617021,0.00035135135135135135
97864,C,0,R,SF,P,CO,19740,0,0,W,0,0,15y,817.0,28.0,61,2.75,319000.0,1,1,0.45901639344262296,8.777429467084639e-05
8842,R,0,P,CO,P,MI,24340,0,0,A,0,0,30y,813.0,46.0,80,4.25,188000.0,1,1,0.575,0.0002446808510638298
17952,R,0,P,CO,P,OH,19430,0,1,A,0,1,15y,710.0,27.0,97,2.875,92000.0,1,1,0.27835051546391754,0.0002934782608695652
15872,R,0,R,SF,P,GA,12060,0,0,W,0,1,15y,715.0,28.0,89,2.99,280000.0,1,1,0.3146067415730337,0.0001
26373,B,1,P,CO,P,MI,19820,1,0,A,0,1,30y,726.0,35.0,96,3.964,96000.0,1,1,0.3645833333333333,0.00036458333333333335
70120,R,0,C,PU,P,GA,0,0,0,A,0,0,other,803.0,15.0,63,4.125,90000.0,1,1,0.23809523809523808,0.00016666666666666666
99183,R,0,R,PU,P,CO,17820,0,0,W,0,0,15y,792.0,23.0,59,2.875,353000.0,1,1,0.3898305084745763,6.51558073654391e-05
35617,C,0,R,CO,P,MI,19820,0,0,W,0,0,30y,774.0,44.0,80,5.25,429000.0,1,1,0.55,0.00010256410256410256
23999,R,1,P,SF,P,OH,18140,0,0,A,0,0,30y,669.0,36.0,60,3.375,145000.0,2,1,0.6,0.00024827586206896553
63765,R,0,P,SF,P,MI,35660,0,0,A,0,0,30y,673.0,27.0,62,3.25,138000.0,1,1,0.43548387096774194,0.0001956521739130435
98344,R,0,C,SF,P,OH,18140,0,0,A,0,0,30y,716.0,49.0,74,3.99,130000.0,1,1,0.6621621621621622,0.00037692307692307694
73902,C,0,R,SF,P,MI,19820,0,0,W,0,0,30y,776.0,34.0,74,4.5,162000.0,2,1,0.4594594594594595,0.00020987654320987656
52326,R,0,C,SF,P,VA,13980,0,0,W,0,0,15y,792.0,18.0,25,3.75,75000.0,2,1,0.72,0.00024
47461,C,0,C,PU,P,VA,47260,0,0,A,0,0,30y,799.0,36.0,72,3.875,377000.0,1,1,0.5,9.549071618037135e-05
47031,R,0,R,PU,P,GA,0,0,0,W,0,0,15y,805.0,26.0,48,3.375,132000.0,2,1,0.5416666666666666,0.00019696969696969698
39419,R,0,R,SF,P,CO,0,1,0,W,0,0,other,794.0,35.0,60,3.875,374000.0,2,1,0.5833333333333334,9.358288770053476e-05
26576,C,0,C,SF,P,OH,17140,0,0,A,0,0,15y,801.0,14.0,22,4.0,94000.0,1,1,0.6363636363636364,0.00014893617021276596
22239,R,0,P,PU,P,OH,17460,0,0,A,0,0,30y,805.0,40.0,58,3.625,200000.0,2,1,0.6896551724137931,0.0002
18316,C,0,C,CO,P,MI,19820,0,0,A,0,0,30y,793.0,31.0,70,3.99,163000.0,1,1,0.44285714285714284,0.0001901840490797546
66640,C,0,P,SF,P,OH,17460,0,0,A,0,0,30y,818.0,40.0,80,3.875,98000.0,2,1,0.5,0.00040816326530612246
72093,C,0,C,SF,P,MI,19820,0,0,A,0,0,30y,693.0,44.0,56,3.5,450000.0,3,1,0.7857142857142857,9.777777777777778e-05
50268,C,0,C,SF,P,VA,40060,0,0,A,0,0,30y,686.0,40.0,49,3.875,200000.0,2,1,0.8163265306122449,0.0002
88274,C,0,C,PU,P,GA,12060,0,0,A,0,0,30y,791.0,39.0,79,3.99,456000.0,2,1,0.4936708860759494,8.552631578947368e-05
72878,R,0,C,PU,P,CO,19740,0,0,A,0,0,15y,773.0,41.0,65,3.625,425000.0,2,1,0.6307692307692307,9.647058823529412e-05
25677,R,0,R,PU,P,VA,47900,0,0,W,0,0,15y,800.0,20.0,46,3.0,356000.0,1,1,0.43478260869565216,5.617977528089888e-05
34753,R,0,C,SF,P,MI,0,0,0,A,0,0,30y,775.0,29.0,74,3.875,125000.0,2,1,0.3918918918918919,0.000232
41379,C,0,R,PU,P,CO,19740,0,0,W,0,0,30y,800.0,25.0,72,4.124,428000.0,2,1,0.3472222222222222,5.841121495327103e-05
7445,R,0,R,SF,P,GA,12060,0,0,W,0,0,30y,766.0,17.0,69,3.25,409000.0,2,1,0.2463768115942029,4.156479217603912e-05
86113,B,1,P,SF,P,MI,19820,0,0,A,0,1,30y,734.0,27.0,90,3.75,179000.0,1,1,0.3,0.00015083798882681564
75387,C,0,R,SF,P,CO,19740,0,0,A,0,0,30y,690.0,44.0,75,4.0,285000.0,1,1,0.5866666666666667,0.0001543859649122807
8236,C,0,P,PU,P,GA,12060,0,0,A,0,1,30y,789.0,34.0,90,3.75,452000.0,2,1,0.37777777777777777,7.52212389380531e-05
63924,C,1,P,PU,P,GA,12060,0,0,A,0,1,30y,690.0,44.0,97,4.375,243000.0,2,1,0.4536082474226804,0.00018106995884773663
29128,C,0,P,SF,P,OH,31900,0,0,A,0,0,15y,798.0,12.0,80,3.125,272000.0,2,1,0.15,4.411764705882353e-05
82727,C,0,C,CO,P,MI,19820,0,0,A,0,0,15y,762.0,18.0,70,3.625,168000.0,1,1,0.2571428571428571,0.00010714285714285714
67842,B,0,C,SF,P,CO,19740,0,0,A,0,0,30y,722.0,44.0,79,3.957,294000.0,1,1,0.5569620253164557,0.00014965986394557823
25756,R,0,P,SF,P,GA,12060,0,0,A,0,0,30y,811.0,47.0,75,3.875,221000.0,1,1,0.6266666666666667,0.00021266968325791855
82440,R,0,R,SF,P,VA,47900,0,0,W,0,0,15y,774.0,44.0,66,2.875,273000.0,1,1,0.6666666666666666,0.00016117216117216118
7798,R,0,R,SF,P,OH,10420,0,0,A,0,1,30y,684.0,38.0,86,4.25,133000.0,1,1,0.4418604651162791,0.00028571428571428574
57527,R,0,R,PU,P,CO,19740,0,0,A,0,0,30y,807.0,23.0,76,3.75,387000.0,1,1,0.3026315789473684,5.943152454780362e-05
32270,B,0,R,SF,P,CO,19740,0,0,W,0,0,30y,764.0,34.0,80,3.5,448000.0,2,1,0.425,7.589285714285714e-05
75088,R,0,C,CO,P,CO,0,0,0,A,0,0,30y,780.0,49.0,56,3.75,344000.0,2,1,0.875,0.00014244186046511627
33191,C,1,P,CO,P,MI,11460,0,0,A,0,1,30y,794.0,37.0,90,3.99,315000.0,2,1,0.4111111111111111,0.00011746031746031746
26073,R,0,R,PU,P,OH,17140,0,0,A,0,0,15y,812.0,25.0,53,3.25,153000.0,2,1,0.4716981132075472,0.0001633986928104575
48517,R,0,R,SF,P,VA,47900,0,0,A,0,0,30y,788.0,33.0,75,3.75,435000.0,1,1,0.44,7.586206896551724e-05
92735,R,1,P,SF,P,GA,42340,1,0,A,0,1,30y,767.0,40.0,95,3.75,126000.0,1,1,0.42105263157894735,0.00031746031746031746
46596,R,0,R,SF,P,OH,0,0,0,A,0,1,30y,754.0,37.0,95,3.75,251000.0,2,1,0.3894736842105263,0.00014741035856573705
56933,R,0,R,SF,P,MI,22420,0,0,A,0,0,30y,706.0,32.0,38,3.875,38000.0,1,1,0.8421052631578947,0.0008421052631578948
91147,R,0,R,PU,P,OH,18140,0,0,A,0,1,30y,630.0,27.0,85,3.875,412000.0,2,1,0.3176470588235294,6.553398058252428e-05
50883,R,0,R,SF,P,OH,17140,0,0,W,0,0,15y,772.0,33.0,80,3.125,184000.0,2,1,0.4125,0.00017934782608695652
42860,R,0,R,SF,P,OH,18140,0,0,W,0,0,other,623.0,27.0,70,3.875,204000.0,1,1,0.38571428571428573,0.00013235294117647058
34844,B,0,R,PU,P,GA,12060,0,0,W,0,0,30y,689.0,42.0,73,3.75,160000.0,1,1,0.5753424657534246,0.0002625
61560,R,0,R,SF,P,CO,19740,1,0,A,0,0,30y,703.0,34.0,68,3.875,248000.0,1,1,0.5,0.0001370967741935484
43873,B,0,R,PU,P,CO,19740,0,0,W,0,0,other,806.0,34.0,74,3.125,442000.0,1,1,0.4594594594594595,7.692307692307693e-05
80425,C,0,C,SF,P,OH,0,0,0,A,0,0,15y,692.0,25.0,71,4.125,155000.0,2,1,0.352112676056338,0.00016129032258064516
64788,R,1,P,SF,P,GA,12060,1,0,A,0,1,30y,771.0,49.0,95,3.5,218000.0,1,1,0.5157894736842106,0.00022477064220183487
43360,C,0,P,PU,P,OH,18140,0,0,A,0,1,30y,796.0,35.0,85,3.875,276000.0,2,1,0.4117647058823529,0.00012681159420289856
64764,B,1,P,SF,P,MI,19820,1,0,A,0,1,30y,782.0,46.0,85,3.75,281000.0,1,1,0.5411764705882353,0.00016370106761565836
64963,B,0,R,SF,P,VA,40220,0,0,W,0,1,30y,697.0,44.0,86,3.59,451000.0,2,1,0.5116279069767442,9.75609756097561e-05
64355,R,0,R,SF,P,MI,19820,0,0,W,0,1,30y,713.0,30.0,89,3.375,209000.0,2,1,0.33707865168539325,0.00014354066985645933
74687,R,0,P,SF,P,GA,31420,0,0,A,0,0,30y,799.0,30.0,80,4.25,86000.0,2,1,0.375,0.0003488372093023256
43964,R,0,C,PU,P,OH,17460,0,0,A,0,0,30y,799.0,42.0,67,3.99,190000.0,2,1,0.6268656716417911,0.00022105263157894738
42287,R,0,R,SF,P,MI,28020,0,0,A,0,0,15y,814.0,18.0,62,3.25,62000.0,1,1,0.2903225806451613,0.00029032258064516127
22619,R,1,P,CO,P,VA,47260,0,0,A,0,0,30y,725.0,26.0,49,4.0,95000.0,1,1,0.5306122448979592,0.0002736842105263158
59133,R,1,P,SF,P,VA,47900,0,0,A,0,0,30y,716.0,33.0,80,3.875,300000.0,1,1,0.4125,0.00011
73593,C,0,C,PU,P,VA,40060,0,0,A,0,0,30y,751.0,44.0,68,3.625,500000.0,2,1,0.6470588235294118,8.8e-05
67042,B,0,C,PU,P,CO,19740,0,0,A,0,0,30y,805.0,23.0,80,3.75,370000.0,2,1,0.2875,6.216216216216216e-05
12110,C,0,P,PU,P,GA,12060,0,0,A,0,0,30y,750.0,38.0,59,3.625,180000.0,1,1,0.6440677966101694,0.0002111111111111111
59137,R,0,R,SF,P,VA,25500,0,0,A,0,0,other,801.0,34.0,72,3.75,156000.0,2,1,0.4722222222222222,0.00021794871794871795
21411,R,0,R,PU,P,VA,16820,0,0,A,0,0,15y,813.0,30.0,45,3.125,80000.0,1,1,0.6666666666666666,0.000375
7251,C,1,P,SF,P,VA,47900,1,0,A,0,1,30y,794.0,41.0,83,3.75,280000.0,1,1,0.4939759036144578,0.00014642857142857144
24992,C,0,P,PU,P,GA,12060,0,0,A,0,0,30y,779.0,23.0,80,3.875,264000.0,1,1,0.2875,8.712121212121212e-05
21342,R,0,P,CO,P,GA,12060,0,0,A,0,1,30y,809.0,32.0,95,4.1,322000.0,1,1,0.3368421052631579,9.937888198757764e-05
45450,R,0,R,SF,P,CO,39380,0,0,A,0,0,30y,663.0,50.0,56,3.25,141000.0,1,1,0.8928571428571429,0.0003546099290780142
13115,R,0,R,SF,P,OH,45780,0,0,A,0,0,30y,706.0,47.0,54,3.75,92000.0,1,1,0.8703703703703703,0.0005108695652173913
68424,R,0,R,SF,P,MI,19820,0,0,W,0,1,other,803.0,37.0,90,3.5,348000.0,1,1,0.4111111111111111,0.00010632183908045976
87153,R,0,C,SF,P,GA,40660,0,0,A,0,0,15y,774.0,37.0,68,3.125,175000.0,2,1,0.5441176470588235,0.00021142857142857142
32661,C,0,P,SF,P,GA,12060,0,0,A,0,0,30y,715.0,35.0,75,4.375,476000.0,1,1,0.4666666666666667,7.352941176470588e-05
58946,R,0,C,CO,P,OH,18140,0,0,A,0,0,30y,718.0,40.0,75,4.125,83000.0,1,1,0.5333333333333333,0.00048192771084337347
48408,C,0,R,PU,P,VA,47900,0,0,A,0,1,30y,689.0,29.0,89,4.25,499000.0,1,1,0.3258426966292135,5.811623246492986e-05
54943,C,0,C,PU,P,GA,12020,0,0,W,0,0,other,799.0,20.0,57,3.875,254000.0,2,1,0.3508771929824561,7.874015748031496e-05
73921,R,0,R,CO,P,MI,11460,0,0,W,0,0,30y,781.0,29.0,72,3.875,197000.0,1,1,0.4027777777777778,0.00014720812182741116
17169,C,0,P,CO,P,VA,47900,0,0,A,0,1,30y,730.0,40.0,95,3.99,406000.0,1,1,0.42105263157894735,9.852216748768474e-05
42638,R,0,R,SF,P,GA,0,1,0,W,0,1,30y,805.0,34.0,90,3.75,202000.0,2,1,0.37777777777777777,0.0001683168316831683
50078,R,0,R,SF,P,GA,0,0,0,W,0,0,15y,811.0,32.0,71,3.125,275000.0,1,1,0.4507042253521127,0.00011636363636363636
7910,C,1,P,PU,P,OH,18140,0,0,A,0,0,30y,786.0,23.0,80,3.625,287000.0,2,1,0.2875,8.013937282229966e-05
7070,R,0,C,PU,P,CO,19740,0,0,A,1,0,30y,775.0,29.0,74,3.99,561000.0,2,1,0.3918918918918919,5.1693404634581105e-05
71757,R,0,C,PU,P,VA,47900,0,0,A,1,0,15y,731.0,35.0,60,3.375,540000.0,2,1,0.5833333333333334,6.481481481481482e-05
93960,R,0,P,SF,P,CO,19740,0,0,A,0,1,30y,750.0,47.0,95,3.875,327000.0,1,1,0.49473684210526314,0.0001437308868501529
97704,C,0,R,PU,P,VA,47900,0,0,W,0,0,30y,760.0,45.0,65,3.75,200000.0,1,1,0.6923076923076923,0.000225
38043,R,1,P,SF,P,MI,13020,0,0,A,0,1,30y,754.0,32.0,95,3.625,170000.0,2,1,0.3368421052631579,0.00018823529411764707
37027,R,1,P,CO,P,GA,12060,0,0,A,0,0,30y,788.0,46.0,80,3.875,196000.0,1,1,0.575,0.00023469387755102041
59007,R,0,C,PU,P,GA,12060,0,0,A,0,0,30y,739.0,18.0,51,3.99,116000.0,1,1,0.35294117647058826,0.00015517241379310346
28231,R,0,P,PU,P,CO,19740,0,0,A,0,1,30y,747.0,47.0,95,3.75,441000.0,1,1,0.49473684210526314,0.00010657596371882087
91050,R,0,R,PU,P,GA,12060,0,0,W,0,0,30y,741.0,22.0,80,3.875,280000.0,1,1,0.275,7.857142857142857e-05
26177,R,0,P,CO,P,GA,12060,0,0,A,0,1,30y,775.0,32.0,95,3.875,266000.0,1,1,0.3368421052631579,0.00012030075187969925
425,C,0,R,PU,P,OH,18140,0,0,W,0,1,30y,742.0,37.0,85,3.75,293000.0,2,1,0.43529411764705883,0.00012627986348122866
73572,C,0,C,SF,P,CO,19740,0,0,A,1,0,30y,754.0,39.0,46,3.375,520000.0,2,1,0.8478260869565217,7.5e-05
86083,R,0,P,PU,P,OH,0,0,0,A,0,0,30y,781.0,36.0,66,3.625,370000.0,2,1,0.5454545454545454,9.72972972972973e-05
66881,R,0,R,SF,P,VA,47260,0,0,A,0,0,30y,762.0,30.0,79,3.375,385000.0,2,1,0.379746835443038,7.792207792207792e-05
72663,R,1,P,PU,P,OH,17460,0,0,A,0,0,15y,787.0,33.0,80,3.05,178000.0,2,1,0.4125,0.0001853932584269663
64787,R,0,P,SF,S,GA,12060,0,0,A,0,1,30y,742.0,34.0,90,4.125,189000.0,1,1,0.37777777777777777,0.0001798941798941799
4237,R,0,R,SF,P,OH,45780,0,0,A,0,1,30y,726.0,49.0,85,3.75,89000.0,1,1,0.5764705882352941,0.000550561797752809
37673,C,0,C,SF,P,VA,47900,0,0,A,0,0,30y,663.0,36.0,78,5.75,320000.0,2,1,0.46153846153846156,0.0001125
35399,C,0,R,PU,P,VA,40060,0,0,A,0,0,30y,682.0,41.0,80,4.625,226000.0,1,1,0.5125,0.00018141592920353983
12408,R,0,P,SF,P,OH,15940,0,0,A,0,0,30y,812.0,46.0,56,3.625,75000.0,2,1,0.8214285714285714,0.0006133333333333334
18914,C,0,C,SF,P,CO,19740,0,0,W,0,0,30y,755.0,31.0,70,3.625,205000.0,1,1,0.44285714285714284,0.00015121951219512194
49665,R,0,R,SF,P,OH,17140,0,0,A,0,0,other,748.0,38.0,53,3.25,98000.0,1,1,0.7169811320754716,0.0003877551020408163
26053,C,0,P,PU,S,CO,24300,0,0,A,0,0,30y,790.0,43.0,80,5.25,354000.0,2,1,0.5375,0.00012146892655367231
16168,R,0,R,SF,P,MI,19820,0,0,W,0,0,30y,801.0,29.0,73,3.75,263000.0,1,1,0.3972602739726027,0.00011026615969581749
76302,R,0,R,SF,P,CO,19740,0,0,A,0,0,15y,796.0,33.0,45,3.125,325000.0,1,1,0.7333333333333333,0.00010153846153846155
96286,R,0,P,SF,P,OH,17140,0,0,A,0,1,30y,762.0,46.0,85,3.99,353000.0,2,1,0.5411764705882353,0.0001303116147308782
1989,R,0,C,SF,P,CO,0,0,0,A,0,0,30y,762.0,42.0,73,3.625,292000.0,2,1,0.5753424657534246,0.00014383561643835615
39029,C,0,C,PU,P,GA,12060,0,0,W,0,0,30y,750.0,40.0,42,3.875,158000.0,1,1,0.9523809523809523,0.00025316455696202533
69528,R,0,P,SF,I,GA,12060,0,0,A,0,0,30y,721.0,22.0,80,5.49,176000.0,1,1,0.275,0.000125
18535,C,0,P,SF,I,GA,12060,0,0,A,0,0,30y,785.0,47.0,75,4.0,282000.0,1,1,0.6266666666666667,0.00016666666666666666
35063,R,0,R,PU,P,OH,18140,1,0,A,0,1,30y,676.0,43.0,89,3.5,225000.0,1,1,0.48314606741573035,0.0001911111111111111
42351,R,0,C,SF,P,GA,12060,0,0,A,0,0,other,676.0,32.0,70,5.0,200000.0,2,1,0.45714285714285713,0.00016
49260,R,0,R,SF,P,MI,19820,0,0,W,0,0,30y,804.0,15.0,62,3.75,114000.0,1,1,0.24193548387096775,0.00013157894736842105
13731,C,0,P,PU,P,CO,19740,1,0,A,0,0,30y,777.0,50.0,37,3.75,188000.0,1,1,1.3513513513513513,0.00026595744680851064
8535,R,0,R,MH,S,OH,0,0,0,A,0,1,30y,701.0,44.0,88,4.375,202000.0,1,1,0.5,0.00021782178217821783
11284,R,0,C,SF,P,CO,19740,0,0,W,0,0,30y,758.0,43.0,54,3.875,197000.0,2,1,0.7962962962962963,0.0002182741116751269
50563,R,0,R,CO,P,OH,17460,1,0,A,0,1,other,785.0,42.0,85,3.4,85000.0,1,1,0.49411764705882355,0.0004941176470588235
64505,C,0,P,SF,P,OH,18140,0,0,A,0,1,30y,713.0,37.0,95,4.125,237000.0,1,1,0.3894736842105263,0.00015611814345991562
10994,R,0,R,SF,P,GA,0,0,0,A,0,0,15y,718.0,47.0,68,3.0,140000.0,1,1,0.6911764705882353,0.0003357142857142857
102624,C,0,P,PU,P,VA,47900,0,0,A,0,1,30y,811.0,22.0,95,3.875,398000.0,1,1,0.23157894736842105,5.527638190954774e-05
42575,R,0,C,CO,P,MI,19820,0,0,A,0,0,30y,737.0,41.0,80,4.25,240000.0,2,1,0.5125,0.00017083333333333333
8242,R,0,P,SF,P,OH,0,0,0,A,0,1,30y,707.0,42.0,95,4.75,174000.0,2,1,0.4421052631578947,0.0002413793103448276
84961,R,0,R,SF,P,OH,0,0,0,W,0,1,other,738.0,42.0,83,3.875,162000.0,2,1,0.5060240963855421,0.00025925925925925926
12785,B,0,C,SF,I,MI,19820,0,0,A,0,0,30y,726.0,44.0,75,4.75,137000.0,2,1,0.5866666666666667,0.00032116788321167884
6603,R,1,P,SF,P,OH,17460,1,0,A,0,1,30y,739.0,40.0,95,3.675,81000.0,1,1,0.42105263157894735,0.0004938271604938272
88953,R,0,P,PU,P,CO,19740,0,0,A,0,0,30y,799.0,22.0,47,3.625,240000.0,2,1,0.46808510638297873,9.166666666666667e-05
73623,R,0,R,PU,P,CO,19740,0,0,A,0,1,30y,724.0,46.0,95,3.875,328000.0,1,1,0.4842105263157895,0.00014024390243902438
45359,B,0,P,PU,P,GA,12060,0,0,A,0,1,30y,742.0,19.0,90,3.625,266000.0,2,1,0.2111111111111111,7.142857142857143e-05
98273,R,0,R,PU,P,MI,19820,0,0,W,0,0,other,817.0,29.0,59,3.25,210000.0,2,1,0.4915254237288136,0.0001380952380952381
40601,C,0,P,PU,P,CO,17820,0,0,A,0,1,30y,805.0,42.0,90,3.875,245000.0,1,1,0.4666666666666667,0.00017142857142857143
22822,R,0,C,SF,P,MI,11460,0,0,A,0,0,15y,801.0,20.0,43,3.75,150000.0,1,1,0.46511627906976744,0.00013333333333333334
48023,R,0,C,SF,P,MI,19820,0,0,W,0,0,other,735.0,40.0,70,3.25,352000.0,1,1,0.5714285714285714,0.00011363636363636364
71485,R,0,R,PU,P,VA,47900,0,0,W,1,1,30y,792.0,35.0,87,3.5,536000.0,2,1,0.40229885057471265,6.529850746268656e-05
39480,R,0,R,CO,P,MI,11460,0,0,A,0,0,15y,759.0,28.0,73,3.375,326000.0,1,1,0.3835616438356164,8.588957055214724e-05
45526,R,0,R,SF,I,CO,22660,0,0,W,0,0,15y,795.0,42.0,75,4.0,286000.0,2,1,0.56,0.00014685314685314684
49730,R,1,P,SF,P,MI,35660,0,0,A,0,1,30y,748.0,32.0,97,4.125,183000.0,2,1,0.32989690721649484,0.00017486338797814208
3121,R,1,P,PU,P,GA,12060,1,0,A,0,1,30y,670.0,44.0,95,4.0,181000.0,1,1,0.4631578947368421,0.0002430939226519337
8081,R,1,P,CO,P,CO,0,0,0,A,0,1,30y,722.0,47.0,90,4.75,467000.0,1,1,0.5222222222222223,0.0001006423982869379
37542,C,0,R,SF,P,MI,24340,0,0,W,0,0,30y,712.0,48.0,74,4.0,217000.0,1,1,0.6486486486486487,0.00022119815668202765
25875,R,0,R,PU,P,VA,47900,0,0,A,1,0,30y,743.0,32.0,79,3.75,554000.0,1,1,0.4050632911392405,5.776173285198556e-05
15122,R,1,P,SF,P,MI,19820,0,0,W,0,0,30y,756.0,24.0,80,3.5,172000.0,1,1,0.3,0.00013953488372093022
61478,C,0,R,PU,P,CO,14500,1,0,A,0,1,30y,783.0,40.0,92,3.875,362000.0,1,1,0.43478260869565216,0.00011049723756906077
55595,R,0,R,PU,P,OH,18140,0,0,W,0,0,30y,685.0,39.0,50,3.5,200000.0,1,1,0.78,0.000195
85306,C,0,R,PU,P,CO,19740,0,0,A,0,0,30y,695.0,46.0,76,3.875,279000.0,1,1,0.6052631578947368,0.00016487455197132617
38866,R,0,R,SF,P,CO,17820,0,0,W,0,0,30y,812.0,20.0,65,3.625,282000.0,2,1,0.3076923076923077,7.092198581560284e-05
55514,R,1,P,CO,P,MI,19820,0,0,A,0,1,15y,753.0,19.0,97,3.375,160000.0,1,1,0.1958762886597938,0.00011875
92901,R,0,C,SF,P,GA,12060,0,0,A,0,0,30y,708.0,42.0,80,4.625,184000.0,1,1,0.525,0.0002282608695652174
76494,R,0,R,SF,P,GA,12060,0,0,A,0,1,other,745.0,43.0,87,3.25,215000.0,1,1,0.4942528735632184,0.0002
84825,R,0,R,SF,P,OH,17460,1,0,A,0,0,15y,807.0,33.0,44,3.09,69000.0,1,1,0.75,0.0004782608695652174
27692,R,0,C,SF,P,VA,49020,0,0,A,0,0,30y,771.0,45.0,71,4.125,300000.0,2,1,0.6338028169014085,0.00015
2291,C,0,R,CO,P,MI,19820,0,0,W,0,0,30y,744.0,45.0,71,3.99,388000.0,1,1,0.6338028169014085,0.00011597938144329897
11342,R,1,P,SF,P,MI,33780,0,0,A,0,1,30y,639.0,29.0,95,3.5,232000.0,1,1,0.30526315789473685,0.000125
63286,R,1,P,PU,P,GA,12060,0,0,A,0,1,30y,800.0,29.0,90,3.99,306000.0,2,1,0.32222222222222224,9.477124183006536e-05
42396,B,0,C,SF,P,CO,19740,0,0,A,0,0,30y,743.0,38.0,73,3.875,275000.0,2,1,0.5205479452054794,0.0001381818181818182
41878,C,0,C,PU,P,VA,47900,0,0,A,1,0,15y,729.0,47.0,78,4.125,563000.0,2,1,0.6025641025641025,8.348134991119005e-05
4009,C,0,R,SF,P,MI,19820,0,0,A,0,0,30y,720.0,31.0,75,3.99,311000.0,1,1,0.41333333333333333,9.967845659163987e-05
33534,C,0,R,SF,P,CO,19740,0,0,W,0,0,30y,775.0,42.0,75,3.875,279000.0,1,1,0.56,0.00015053763440860216
2615,R,0,C,SF,P,OH,17460,0,0,A,0,0,30y,772.0,29.0,80,3.875,94000.0,2,1,0.3625,0.00030851063829787236
23229,C,1,P,PU,P,GA,12060,0,0,A,0,1,30y,735.0,38.0,97,4.5,160000.0,1,1,0.3917525773195876,0.0002375
99283,R,0,R,PU,P,CO,19740,0,0,A,0,0,15y,816.0,23.0,57,2.875,365000.0,2,1,0.40350877192982454,6.301369863013699e-05
65740,C,0,P,SF,P,GA,12060,0,0,A,0,0,30y,678.0,44.0,75,4.875,127000.0,1,1,0.5866666666666667,0.0003464566929133858
48805,R,0,R,SF,I,OH,0,0,0,A,0,0,15y,751.0,39.0,74,4.625,25000.0,1,2,0.527027027027027,0.00156
77409,R,1,P,SF,P,CO,24540,0,0,A,0,1,30y,788.0,42.0,90,3.625,270000.0,1,1,0.4666666666666667,0.00015555555555555556
19493,C,0,R,SF,P,GA,12060,0,0,W,0,0,30y,728.0,24.0,80,3.625,406000.0,1,1,0.3,5.911330049261084e-05
68179,B,0,P,PU,P,GA,12060,0,0,A,0,0,30y,780.0,27.0,75,3.25,300000.0,1,1,0.36,9e-05
78303,R,0,R,SF,P,VA,0,0,0,A,0,0,15y,722.0,37.0,65,3.5,171000.0,1,1,0.5692307692307692,0.00021637426900584795
62461,R,0,C,SF,P,MI,11460,0,0,A,0,0,30y,779.0,34.0,71,3.499,233000.0,2,1,0.4788732394366197,0.00014592274678111588
78431,R,0,C,SF,P,OH,18140,0,0,A,0,0,15y,777.0,25.0,50,3.625,238000.0,1,1,0.5,0.0001050420168067227
34518,R,0,P,SF,P,OH,30620,0,0,A,0,1,30y,677.0,13.0,90,3.75,63000.0,1,1,0.14444444444444443,0.00020634920634920634
33024,R,0,C,SF,P,MI,19820,0,0,A,0,0,30y,814.0,45.0,66,3.99,400000.0,2,1,0.6818181818181818,0.0001125
69348,R,0,R,PU,P,GA,12060,0,0,W,0,1,other,751.0,29.0,85,3.99,212000.0,1,1,0.3411764705882353,0.00013679245283018868
34372,R,0,P,PU,P,GA,12060,0,0,A,0,1,30y,738.0,46.0,95,3.875,280000.0,1,1,0.4842105263157895,0.00016428571428571428
42344,C,1,P,SF,P,OH,15940,1,0,A,0,1,30y,803.0,34.0,97,4.125,116000.0,1,1,0.35051546391752575,0.0002931034482758621
85310,B,0,R,PU,P,CO,14500,0,0,A,0,1,30y,806.0,45.0,84,3.515,310000.0,2,1,0.5357142857142857,0.00014516129032258063
